Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,ARENA,68,17,1,1,12,10,3,2,3,1,13,13,0
2.0,Phantom,63,12,0,2,6,6,9,3,4,5,3,2,8
3.0,N-M,57,14,3,18,0,11,8,6,22,13,6,6,9
4.0,DNZY,49,19,0,12,9,18,1,13,1,8,6,1,16
5.0,YTS,48,8,7,14,3,1,9,11,2,7,4,14,3
6.0,HAKA,47,6,6,15,0,7,7,7,3,2,7,9,3
7.0,Lowkey,45,10,1,4,7,12,0,1,6,4,3,15,2
8.0,ZeroTwo,40,4,6,8,4,19,0,4,2,3,7,10,0
9.0,FW,38,5,3,10,0,5,5,5,0,10,3,3,4
10.0,OGL,35,1,7,11,0,4,0,9,1,11,0,5,2
11.0,BLANK,29,15,0,16,0,2,11,8,2,9,0,8,0
12.0,Sanity,28,3,3,3,4,17,0,15,1,19,0,4,0
13.0,GBR,26,2,9,13,0,14,0,14,1,17,0,7,1
14.0,NOPLAY2,22,7,4,6,5,9,0,16,1,6,1,17,0
15.0,PUGI,13,18,3,19,0,3,0,18,2,15,0,18,0
16.0,KMF,11,13,0,5,1,13,0,12,0,14,1,11,0
17.0,Monkey Predator,10,16,0,7,0,8,2,17,0,16,0,12,2
18.0,Juiced,9,11,1,9,2,15,0,19,0,12,0,16,1
19.0,Speed,5,9,1,17,0,16,0,10,0,18,0,20,0
20.0,HKUF,0,20,0,20,0,20,0,20,0,20,0,20,0
