,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 25, 2021 - 17:40 BSTWorld's Edge T-Rex SSD 4 3 Gang","Round 1 Round 1 October 25, 2021 - 17:40 BSTWorld's Edge T-Rex SSD 4 3 Gang","Round 2 Round 2 October 25, 2021 - 18:10 BSTWorld's Edge T-Rex Space Pigeons 1872","Round 2 Round 2 October 25, 2021 - 18:10 BSTWorld's Edge T-Rex Space Pigeons 1872","Round 3 Round 3 October 25, 2021 - 19:40 BSTWorld's Edge SSD BearClaw Gaming We Love Shotgun","Round 3 Round 3 October 25, 2021 - 19:40 BSTWorld's Edge SSD BearClaw Gaming We Love Shotgun","Round 4 Round 4 October 25, 2021 - 20:10 BSTWorld's Edge SSD Space Pigeons T-Rex","Round 4 Round 4 October 25, 2021 - 20:10 BSTWorld's Edge SSD Space Pigeons T-Rex","Round 5 Round 5 October 25, 2021 - 20:40 BSTWorld's Edge NoHalo Trojan We Love Shotgun","Round 5 Round 5 October 25, 2021 - 20:40 BSTWorld's Edge NoHalo Trojan We Love Shotgun","Round 6 Round 6 October 25, 2021 - 21:10 BSTWorld's Edge SeComportaYa 1872 T-Rex","Round 6 Round 6 October 25, 2021 - 21:10 BSTWorld's Edge SeComportaYa 1872 T-Rex"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,TREX,81,1,9,1,11,14,1,3,7,5,7,3,3
1,2.0,SSD,74,2,6,17,1,1,12,1,6,6,8,14,4
2,3.0,WLS,66,5,7,19,0,3,7,4,3,3,8,4,13
3,4.0,1872,59,6,11,3,6,17,2,9,3,11,3,2,12
4,5.0,SPPI,48,7,1,2,4,7,0,2,3,4,4,7,4
5,6.0,3FR,39,9,3,6,8,13,8,13,2,7,0,5,4
6,7.0,TRJ,34,13,0,14,2,15,0,6,7,2,9,11,0
7,8.0,SJP2,33,8,3,12,3,11,5,5,10,10,0,13,1
8,9.0,NoHalo,33,15,0,11,0,4,3,16,2,1,7,10,0
9,10.0,4 3 Gang,32,3,5,5,2,5,5,12,1,17,0,15,2
10,11.0,BCG,29,12,5,10,1,2,8,19,0,12,0,8,0
11,12.0,ONE HP,27,4,4,7,5,19,0,15,1,9,6,19,0
12,13.0,SCTA,25,11,0,9,5,20,0,14,1,16,0,1,3
13,14.0,SLAP,16,17,1,13,3,16,0,8,1,19,0,9,6
14,15.0,PRSTS,15,14,2,16,0,18,1,10,1,15,2,12,4
15,16.0,ATK,14,19,1,8,1,8,0,7,5,20,0,20,0
16,17.0,21cm,13,20,0,4,2,9,3,11,0,18,0,18,0
17,18.0,Zeta,10,18,0,20,0,6,3,18,0,14,0,6,0
18,19.0,CRAZYx3,7,16,0,15,0,12,1,17,1,13,2,16,0
19,20.0,3turrets1brain,6,10,0,18,0,10,0,20,0,8,0,17,0
