,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 November 20, 2021 - 12:00 BRTWorld's Edge Sunset raven's TBG ESPORTS EZPIKERS","Round 1 Round 1 November 20, 2021 - 12:00 BRTWorld's Edge Sunset raven's TBG ESPORTS EZPIKERS","Round 2 Round 2 November 20, 2021 - 12:30 BRTWorld's Edge Sunset raven's Team Ravens ThreeBiden","Round 2 Round 2 November 20, 2021 - 12:30 BRTWorld's Edge Sunset raven's Team Ravens ThreeBiden","Round 3 Round 3 November 20, 2021 - 13:00 BRTWorld's Edge AK47 ThreeBiden EZPIKERS","Round 3 Round 3 November 20, 2021 - 13:00 BRTWorld's Edge AK47 ThreeBiden EZPIKERS","Round 4 Round 4 November 20, 2021 - 13:30 BRTWorld's Edge Sunset raven's Green Umbrella Gaming Team Ravens","Round 4 Round 4 November 20, 2021 - 13:30 BRTWorld's Edge Sunset raven's Green Umbrella Gaming Team Ravens","Round 5 Round 5 November 20, 2021 - 14:00 BRTWorld's Edge MFL-Escape No Regrets Legión de monos","Round 5 Round 5 November 20, 2021 - 14:00 BRTWorld's Edge MFL-Escape No Regrets Legión de monos","Round 6 Round 6 November 20, 2021 - 14:30 BRTWorld's Edge KDT - Amber MFL-Escape TBG ESPORTS","Round 6 Round 6 November 20, 2021 - 14:30 BRTWorld's Edge KDT - Amber MFL-Escape TBG ESPORTS"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,ThreeBiden,80,14,2,3,10,2,8,4,15,6,8,7,9
1,2.0,SST,77,1,14,1,8,13,0,1,12,5,1,15,0
2,3.0,KDT - Amber,68,9,0,5,8,5,10,8,3,4,7,1,11
3,4.0,MFL-Escape,45,15,0,16,0,15,0,12,2,1,11,2,8
4,5.0,AK47,44,10,2,7,0,1,14,10,0,14,4,14,3
5,6.0,GUG,44,5,2,12,1,12,2,2,7,7,4,4,5
6,7.0,EZPIKERS,31,3,1,4,0,3,1,6,0,9,0,5,1
7,8.0,TBG,30,2,3,15,0,4,1,11,0,11,1,3,1
8,9.0,RAV,29,12,0,2,4,6,0,3,3,13,0,12,0
9,10.0,GDb,21,6,7,8,4,8,0,14,0,15,0,13,0
10,11.0,Legión de monos,21,8,0,9,0,7,0,9,0,3,3,8,0
11,12.0,Ragnarok Team,20,11,0,6,3,11,3,5,1,10,0,10,0
12,13.0,No Regrets,19,13,0,11,0,9,0,13,0,2,1,6,1
13,14.0,Mafia Legends,17,16,0,13,2,10,1,7,1,12,0,9,4
14,15.0,Nicolau Antonio,11,4,0,14,0,16,0,15,0,8,1,11,0
15,16.0,AsheTeam,9,7,3,10,0,14,0,16,0,0,0,0,0
