Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,MOAN,76,1,10,1,6,8,5,1,17
2.0,LKM,40,11,0,3,3,2,4,3,9
3.0,SXG,36,10,5,5,9,15,6,7,6
4.0,RT,35,3,14,17,1,10,6,9,3
5.0,SMP,33,6,4,14,1,1,8,11,3
6.0,InevitableGaming,33,16,0,8,5,3,4,2,6
7.0,LM,32,5,5,2,13,12,0,18,0
8.0,pub stars,25,4,11,15,3,14,0,10,2
9.0,O TAMA,25,2,7,18,0,6,5,17,1
10.0,LVG,22,13,1,4,7,4,3,19,0
11.0,Alliance Esports,16,18,0,10,0,5,6,6,1
12.0,TPM,16,9,0,7,4,9,0,4,0
13.0,The Big 3,13,8,0,11,6,20,0,14,3
14.0,The Semi Pros,12,15,1,13,0,11,4,5,0
15.0,NightMare Red,9,14,0,6,1,18,0,13,3
16.0,Yess,9,7,0,9,1,17,0,16,3
17.0,Hardstuck10k,8,19,0,19,0,13,4,8,1
18.0,Shadow Point,7,17,0,20,0,7,4,20,0
19.0,LNT,2,12,0,16,0,16,0,15,0
20.0,zyn,2,20,0,12,0,19,0,12,0
