Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,NoHalo,55,8,5,2,11,15,3,1,12,Lobby 1,Quarterfinals,,,,
2.0,TREX,49,1,13,10,1,1,7,17,2,Lobby 1,Quarterfinals,,,,
3.0,SJP2,47,2,14,18,0,3,8,6,6,Lobby 1,Quarterfinals,,,,
4.0,Abysse,46,4,2,1,8,4,1,3,6,Lobby 1,Quarterfinals,,,,
5.0,CRAZYx3,41,16,3,3,9,6,9,10,8,Lobby 1,Quarterfinals,,,,
6.0,POLSKA,32,10,1,5,9,7,4,4,4,Lobby 1,Quarterfinals,,,,
7.0,ThatsNotaBoulder,30,7,6,14,0,2,8,14,2,Lobby 1,Quarterfinals,,,,
8.0,HKE,27,3,0,16,3,16,1,2,7,Lobby 1,Quarterfinals,,,,
9.0,WICKED,17,17,0,6,5,11,3,9,3,Lobby 1,Quarterfinals,,,,
10.0,Are we in,15,12,2,15,0,5,6,12,0,Lobby 1,Quarterfinals,,,,
11.0,HLDC,13,9,3,17,0,10,5,13,0,Lobby 1,Quarterfinals,,,,
12.0,weeboys,12,6,3,19,0,12,0,7,2,Lobby 1,Quarterfinals,,,,
13.0,Wisps,12,14,0,4,2,19,0,5,0,Lobby 1,Quarterfinals,,,,
14.0,Justthreeplayers,11,19,0,7,4,13,0,11,2,Lobby 1,Quarterfinals,,,,
15.0,Vicimus,11,5,5,9,0,18,0,18,0,Lobby 1,Quarterfinals,,,,
16.0,JediKnights,7,18,1,13,0,17,0,8,3,Lobby 1,Quarterfinals,,,,
17.0,White Clover,6,13,0,8,1,9,0,19,0,Lobby 1,Quarterfinals,,,,
18.0,PS,5,11,1,12,0,14,0,15,0,Lobby 1,Quarterfinals,,,,
19.0,Dojo,5,15,0,11,0,8,1,16,0,Lobby 1,Quarterfinals,,,,
20.0,25,0,20,0,20,0,20,0,20,0,Lobby 1,Quarterfinals,,,,
1.0,PRSTS,51,1,12,15,3,5,7,3,5,Lobby 2,Quarterfinals,,,,
2.0,HNY,46,2,8,1,12,14,4,16,0,Lobby 2,Quarterfinals,,,,
3.0,SPPI,41,9,4,8,3,1,9,7,6,Lobby 2,Quarterfinals,,,,
4.0,CHI,39,4,6,10,3,9,2,1,7,Lobby 2,Quarterfinals,,,,
5.0,ZBW,30,10,2,2,6,8,3,8,4,Lobby 2,Quarterfinals,,,,
6.0,ORCL,27,6,8,13,3,4,3,15,3,Lobby 2,Quarterfinals,,,,
7.0,L2S,27,18,3,5,2,2,2,6,4,Lobby 2,Quarterfinals,,,,
8.0,1872,25,20,0,19,0,11,7,4,12,Lobby 2,Quarterfinals,,,,
9.0,Ferox Sapientia,22,14,0,3,5,13,0,5,4,Lobby 2,Quarterfinals,,,,
10.0,SMS,22,3,3,4,4,15,2,20,0,Lobby 2,Quarterfinals,,,,
11.0,BLANK,21,8,2,11,2,3,5,10,0,Lobby 2,Quarterfinals,,,,
12.0,MantaX,16,16,0,16,0,17,3,2,4,Lobby 2,Quarterfinals,,,,
