Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,MP,101,2,9,1,17,9,4,10,1,14,6,1,26,Lobby 1
2.0,AP,66,5,3,6,5,7,3,2,9,1,14,19,1,Lobby 1
3.0,K1CK,65,8,7,3,7,6,6,15,3,2,14,16,6,Lobby 1
4.0,Sheriffs,55,1,13,20,1,1,11,8,0,16,2,11,1,Lobby 1
5.0,Chiefs,43,4,4,7,8,11,0,1,9,18,0,18,1,Lobby 1
6.0,ATK,40,14,1,4,0,16,0,3,5,12,0,2,11,Lobby 1
7.0,OG,34,10,3,5,1,3,7,18,3,9,4,20,1,Lobby 1
8.0,ALKaIIIbI,33,3,10,2,4,20,0,19,1,20,0,15,1,Lobby 1
9.0,NXB,30,15,0,9,0,4,3,5,6,11,1,6,4,Lobby 1
10.0,ORCL,26,7,5,13,3,18,0,13,4,8,3,10,2,Lobby 1
11.0,PXL,25,12,0,17,0,17,0,12,2,6,7,3,4,Lobby 1
12.0,BFG,20,13,0,19,0,12,4,14,0,3,5,13,0,Lobby 1
13.0,GOD,20,20,1,12,0,2,5,17,0,10,1,14,0,Lobby 1
14.0,Explosion,19,18,1,18,1,10,9,16,0,15,0,4,0,Lobby 1
15.0,thr33 stack,18,9,0,11,3,8,1,9,1,5,0,9,0,Lobby 1
16.0,SPPI,16,6,1,16,0,14,0,6,4,13,0,12,2,Lobby 1
17.0,UTFT,16,17,0,15,0,15,0,4,5,19,0,5,0,Lobby 1
18.0,Young Squad,16,11,0,14,2,5,2,20,0,7,0,7,0,Lobby 1
19.0,SCBS,15,16,0,10,1,13,2,11,1,4,0,8,0,Lobby 1
20.0,NotoriousFamily,11,19,0,8,0,19,3,7,3,17,0,17,0,Lobby 1
1.0,TD,90,11,2,1,10,1,12,2,9,13,8,3,7,Lobby 2
2.0,RD,57,6,10,10,1,17,0,14,3,4,10,1,10,Lobby 2
3.0,USG,57,3,3,6,3,18,0,3,6,3,5,2,7,Lobby 2
4.0,NoFear,55,2,6,3,8,9,2,6,7,14,3,9,5,Lobby 2
5.0,CLN,54,14,1,5,3,2,19,7,3,16,2,4,4,Lobby 2
6.0,DI,46,1,13,11,3,5,0,13,1,9,3,6,3,Lobby 2
7.0,AUS,39,10,0,2,12,7,5,11,0,12,3,8,1,Lobby 2
8.0,3 Jabronies,39,5,1,9,0,11,2,1,12,18,1,10,2,Lobby 2
9.0,Fight Club,38,13,1,12,2,3,1,16,0,1,8,7,2,Lobby 2
10.0,Weebs Out,26,4,8,16,2,19,1,5,4,10,0,19,0,Lobby 2
11.0,FV,23,15,0,18,0,13,0,8,8,7,5,15,2,Lobby 2
12.0,6bnt,23,20,0,17,2,8,4,10,3,5,4,13,1,Lobby 2
13.0,SYND,23,16,2,8,5,4,7,18,0,15,0,14,0,Lobby 2
14.0,Exalty,23,8,1,4,3,10,0,9,0,6,2,16,3,Lobby 2
15.0,PRSTS,21,9,4,14,1,6,3,17,0,17,0,5,3,Lobby 2
16.0,BGR,20,18,2,20,0,15,0,12,0,2,5,11,1,Lobby 2
17.0,plei,17,7,1,13,0,16,0,4,3,8,0,12,1,Lobby 2
18.0,47 squad,14,12,3,7,3,20,0,20,0,19,2,18,2,Lobby 2
19.0,WLS,4,17,0,19,0,14,0,15,0,11,0,20,1,Lobby 2
20.0,uwuowoboys,3,19,0,15,0,12,0,19,1,20,0,17,0,Lobby 2
