Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,CRW,44,7,5,1,12,2,3,0,0
2.0,DSG,37,13,1,13,0,1,22,0,0
3.0,Streamer,32,1,6,2,3,8,0,0,0
4.0,AGND,29,2,3,3,4,4,1,0,0
5.0,VS,25,10,5,5,10,9,2,0,0
6.0,N1A,24,3,5,7,3,5,2,0,0
7.0,VMJ,14,4,2,9,0,6,2,0,0
8.0,UNDOGS,14,8,1,11,0,3,3,0,0
9.0,RDNS,12,11,0,4,3,7,0,0,0
10.0,ScL,9,6,2,8,0,10,0,0,0
11.0,VEX,7,5,0,12,1,11,0,0,0
12.0,RAVENS,6,12,2,10,0,12,0,0,0
13.0,2ND,6,9,0,6,0,13,0,0,0
