Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,N2H,80,8,5,1,16,2,11,2,16
2.0,ICHC,41,2,4,2,6,13,0,3,5
3.0,ALT,34,7,6,11,0,9,2,1,8
4.0,ORC,34,1,9,13,1,5,4,6,0
5.0,RAID,27,3,3,6,3,11,3,7,4
6.0,DON,27,10,0,4,2,1,5,13,0
7.0,AXIZ,21,9,1,10,1,3,6,8,0
8.0,O2,19,12,0,3,3,12,0,4,2
9.0,ETOLS,17,4,3,5,1,6,0,12,0
10.0,OC,13,11,0,7,2,7,0,5,0
11.0,NoK,12,6,1,8,1,8,1,9,0
12.0,SBI,11,13,0,9,0,4,1,10,0
13.0,EGJP,10,5,1,12,0,10,1,11,0
