Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,My Neck My Back,68,11,11,4,11,2,7,1,12
2.0,BW,59,2,11,1,12,7,4,9,6
3.0,YouLikeThatMate?,58,1,4,3,2,1,16,12,4
4.0,SHEESH,47,3,1,12,0,4,11,2,13
5.0,O TAMA,24,16,0,5,6,5,6,11,3
6.0,Sussy Bakas,24,4,8,7,4,12,0,7,0
7.0,SUP,23,7,1,13,4,17,0,3,7
8.0,AST,22,5,2,2,6,15,0,16,0
9.0,CAS,21,13,3,8,0,3,4,5,0
10.0,2B1C,19,6,9,20,0,10,0,8,3
11.0,EST,14,14,3,17,0,8,1,4,2
12.0,Point Theft,13,18,0,14,0,6,4,10,3
13.0,Strive,12,8,1,9,3,14,0,6,0
14.0,xD,8,19,1,6,2,18,2,18,0
15.0,ActionFiveNews,7,12,0,10,1,11,0,13,1
16.0,Wonderboys,6,9,0,16,0,9,1,15,0
17.0,Specter,4,20,0,18,3,13,0,17,0
18.0,The Big 3,4,15,0,15,0,19,1,14,0
19.0,Team Name,3,10,1,19,0,16,0,20,0
20.0,Titanes,1,17,0,11,0,20,0,19,0
