,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 11, 2022 - 21:00 EDTWorld's Edge Alter Ego BLVKHVND HCH","Round 1 Round 1 April 11, 2022 - 21:00 EDTWorld's Edge Alter Ego BLVKHVND HCH","Round 2 Round 2 April 11, 2022 - 21:30 EDTWorld's Edge Running Late Asuras Void","Round 2 Round 2 April 11, 2022 - 21:30 EDTWorld's Edge Running Late Asuras Void","Round 3 Round 3 April 11, 2022 - 22:00 EDTWorld's Edge Redeem Chadimus Prime Northern Forces","Round 3 Round 3 April 11, 2022 - 22:00 EDTWorld's Edge Redeem Chadimus Prime Northern Forces","Round 4 Round 4 April 11, 2022 - 22:30 EDTStorm Point Asuras Rolla Theory Chadimus Prime","Round 4 Round 4 April 11, 2022 - 22:30 EDTStorm Point Asuras Rolla Theory Chadimus Prime","Round 5 Round 5 April 11, 2022 - 23:00 EDTStorm Point Tripods Asuras CIMJ","Round 5 Round 5 April 11, 2022 - 23:00 EDTStorm Point Tripods Asuras CIMJ","Round 6 Round 6 April 11, 2022 - 23:30 EDTStorm Point Chadimus Prime CIMJ Rolla Theory","Round 6 Round 6 April 11, 2022 - 23:30 EDTStorm Point Chadimus Prime CIMJ Rolla Theory"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,ASUR,62,6,4,2,6,13,1,1,9,2,6,14,1
1,2.0,VOID,59,5,2,3,12,4,3,4,12,11,4,11,3
2,3.0,ChadP,53,11,1,9,1,2,9,3,3,20,0,1,8
3,4.0,RT,50,4,2,6,3,11,3,2,7,7,1,3,6
4,5.0,TRP,40,18,0,18,0,9,6,7,0,1,12,10,3
5,6.0,WING,36,19,3,13,1,8,3,5,9,5,7,13,1
6,7.0,RDM,36,20,1,8,6,1,4,6,5,17,0,15,2
7,8.0,AE,36,1,13,10,1,12,1,9,0,19,0,8,2
8,9.0,RL,36,15,0,1,9,10,1,12,3,18,0,4,2
9,10.0,HVND,35,2,9,15,3,15,0,10,1,10,6,19,1
10,11.0,North,34,13,4,17,0,3,3,8,4,4,4,12,3
11,12.0,CIMJ,33,8,0,19,0,19,2,13,0,3,5,2,7
12,13.0,GSG,31,14,1,5,1,6,5,19,0,8,3,5,7
13,14.0,UORG,27,16,1,11,3,5,8,11,0,14,0,7,5
14,15.0,HCH,25,3,2,14,2,14,2,18,3,6,4,18,0
15,16.0,SHEESH,23,12,1,4,3,7,5,20,0,16,0,16,5
16,17.0,iRL,19,9,2,7,4,18,1,16,0,12,3,9,1
17,18.0,CAA,18,10,7,20,0,17,0,15,0,13,1,6,3
18,19.0,SSU,16,7,4,12,1,16,0,14,1,9,3,20,0
19,20.0,SNOW,5,17,0,16,0,20,1,17,0,15,2,17,1
