,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 16:40 SGTWorld's Edge April XSpark MDY","Round 1 Round 1 October 2, 2021 - 16:40 SGTWorld's Edge April XSpark MDY","Round 2 Round 2 October 2, 2021 - 17:15 SGTWorld's Edge MDY OGL Estrell","Round 2 Round 2 October 2, 2021 - 17:15 SGTWorld's Edge MDY OGL Estrell","Round 3 Round 3 October 2, 2021 - 17:50 SGTWorld's Edge Dream Team Powerless XSpark","Round 3 Round 3 October 2, 2021 - 17:50 SGTWorld's Edge Dream Team Powerless XSpark","Round 4 Round 4 October 2, 2021 - 18:25 SGTWorld's Edge MDY Estrell Powerless","Round 4 Round 4 October 2, 2021 - 18:25 SGTWorld's Edge MDY Estrell Powerless","Round 5 Round 5 October 2, 2021 - 19:00 SGTWorld's Edge Endless Nightmare StrawberryJam SkarptSinne","Round 5 Round 5 October 2, 2021 - 19:00 SGTWorld's Edge Endless Nightmare StrawberryJam SkarptSinne","Round 6 Round 6 October 2, 2021 - 19:35 SGTWorld's Edge Endless Nightmare We Are Trash Infinity Paradox","Round 6 Round 6 October 2, 2021 - 19:35 SGTWorld's Edge Endless Nightmare We Are Trash Infinity Paradox"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,MDY,130,3,15,1,15,20,1,1,30,4,15,4,13
1,2.0,TX,67,2,11,12,7,3,10,10,11,16,0,11,8
2,3.0,April,54,1,9,5,4,4,6,6,0,7,4,8,2
3,4.0,END,45,17,0,17,0,11,1,13,0,1,9,1,9
4,5.0,Estrell,41,8,1,3,6,9,1,2,3,6,5,10,0
5,6.0,WAT,39,16,3,7,6,18,0,4,5,10,3,2,3
6,7.0,StrawberryJam,36,6,3,8,3,15,1,5,1,2,4,7,2
7,8.0,PWLS,36,12,0,4,1,2,9,3,1,9,1,16,0
8,9.0,DREAM,35,13,3,20,0,1,10,12,0,18,5,6,0
9,10.0,IFPD,30,5,3,18,0,8,4,11,1,11,3,3,4
10,11.0,OGL,29,4,3,2,4,14,0,8,0,17,1,9,2
11,12.0,SkarptSinne,20,9,2,14,0,7,0,15,0,3,3,12,0
12,13.0,iON,19,14,0,16,0,16,3,16,2,5,1,5,4
13,14.0,Hardstucks,17,18,0,6,1,5,1,9,3,12,1,14,0
14,15.0,Quentiam,15,7,1,10,3,17,0,7,1,14,0,17,1
15,16.0,RL.XV,14,20,0,19,0,6,9,19,0,15,0,19,1
16,17.0,HOPE,13,19,1,11,3,10,2,14,0,20,0,13,2
17,18.0,South Cartel,9,10,0,13,0,12,1,18,0,8,2,18,0
18,19.0,RJININ,8,11,1,9,2,19,0,17,0,13,0,15,0
19,20.0,LH,5,15,2,15,0,13,0,20,0,19,0,20,0
