Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LKM,65,1,13,1,15,5,8,15,0
2.0,SAF,56,2,13,2,6,6,8,8,6
3.0,RCO,44,3,2,11,6,4,4,2,10
4.0,CAS,42,9,4,3,5,1,7,6,2
5.0,Baguette Babes,40,16,3,4,0,3,5,1,8
6.0,FNS,37,5,7,6,5,12,1,4,11
7.0,SDO,32,4,6,16,2,2,7,10,1
8.0,WTG,21,10,0,8,9,9,0,9,4
9.0,Inspired,16,15,1,9,1,14,4,5,2
10.0,EXAgents,14,19,1,12,3,13,8,16,0
11.0,Already Peaked,11,6,2,5,1,11,0,17,0
12.0,N U M,10,8,1,15,2,16,3,11,0
13.0,Dood,10,20,0,18,0,15,0,3,2
14.0,BootyBoyz,9,11,0,14,3,19,0,13,3
15.0,Team Delta,9,12,1,13,0,7,2,14,0
16.0,Boston Monsters,8,13,2,20,0,10,0,12,2
17.0,The Game Men,7,14,0,10,1,18,0,18,3
18.0,Team Name,7,17,2,7,0,8,0,20,0
19.0,Quasar,6,18,0,17,0,17,0,7,3
20.0,Beverage Club,4,7,1,19,0,20,0,19,0
