,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Siracha LonelyFans Lost Pub Players","Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Siracha LonelyFans Lost Pub Players","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge RAWRXDTEEHEE Iron Giant Estral Esports","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge RAWRXDTEEHEE Iron Giant Estral Esports","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge Onyx Gaming Estral Esports RAWRXDTEEHEE","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge Onyx Gaming Estral Esports RAWRXDTEEHEE","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge Estral Esports LonelyFans Siracha","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge Estral Esports LonelyFans Siracha"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,EST,66,11,2,3,9,2,11,1,15
1,2.0,LF,49,2,9,9,1,4,0,2,14
2,3.0,Siracha,45,1,13,10,1,11,3,3,6
3,4.0,Onyx,43,8,7,6,5,1,9,6,2
4,5.0,RAWR,43,6,4,1,10,3,2,12,4
5,6.0,Moon Boys,38,4,2,8,7,7,9,4,5
6,7.0,Iron Giant,22,10,1,2,4,8,2,8,0
7,8.0,Kaged,21,5,3,5,1,5,5,18,0
8,9.0,Lost Pub Players,20,3,4,14,4,9,2,17,0
9,10.0,Tin Roof Tacos,12,7,3,17,3,12,1,14,0
10,11.0,Lorax,12,18,2,11,0,13,3,5,1
11,12.0,Weekend Warriors,11,9,3,19,0,10,0,7,1
12,13.0,Unofficial,10,16,0,15,3,6,0,13,2
13,14.0,DoX Rolla,10,14,0,4,2,15,0,11,0
14,15.0,OSU Esports,9,15,1,7,1,18,0,9,1
15,16.0,ControllerLegend,6,12,2,18,0,14,2,16,0
16,17.0,RCO,5,20,0,12,1,16,1,10,0
17,18.0,Vertic,4,17,0,16,2,19,1,15,0
18,19.0,Abbys Sports,2,13,0,13,0,17,0,0,0
19,20.0,Victory Or Death,0,19,0,20,0,20,0,0,0
