,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 27, 2022 - 12:00 SGTStorm Point YiTuoshi Avenger OGL","Round 1 Round 1 March 27, 2022 - 12:00 SGTStorm Point YiTuoshi Avenger OGL","Round 2 Round 2 March 27, 2022 - 12:35 SGTStorm Point Avenger DNZ Young MDY Black","Round 2 Round 2 March 27, 2022 - 12:35 SGTStorm Point Avenger DNZ Young MDY Black","Round 3 Round 3 March 27, 2022 - 13:10 SGTStorm Point Bots Phantom DNZ Young","Round 3 Round 3 March 27, 2022 - 13:10 SGTStorm Point Bots Phantom DNZ Young","Round 4 Round 4 March 27, 2022 - 13:45 SGTWorld's Edge YiTuoshi Avenger Horizon (Thai team)","Round 4 Round 4 March 27, 2022 - 13:45 SGTWorld's Edge YiTuoshi Avenger Horizon (Thai team)","Round 5 Round 5 March 27, 2022 - 14:20 SGTWorld's Edge MDY Black ZeroTwo YiTuoshi","Round 5 Round 5 March 27, 2022 - 14:20 SGTWorld's Edge MDY Black ZeroTwo YiTuoshi","Round 6 Round 6 March 27, 2022 - 14:55 SGTWorld's Edge MDY Black Phantom Dyson Yoshi","Round 6 Round 6 March 27, 2022 - 14:55 SGTWorld's Edge MDY Black Phantom Dyson Yoshi"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,YTS,80,1,12,15,2,14,2,1,14,3,7,5,6
1,2.0,AVG,78,2,12,1,11,18,0,2,10,4,4,7,3
2,3.0,DNZY,69,4,9,2,12,3,9,16,3,17,4,8,9
3,4.0,MDYB,64,16,3,3,5,19,0,10,2,1,12,1,9
4,5.0,ZeroTwo,45,11,0,7,3,4,5,12,1,2,12,9,3
5,6.0,Phantom,40,15,0,16,0,2,7,8,2,13,2,2,7
6,7.0,Bots,31,5,2,8,2,1,8,15,0,18,0,17,0
7,8.0,VG,27,19,0,4,7,16,3,14,6,14,3,14,0
8,9.0,Horizon,26,20,0,13,3,6,1,3,5,11,5,18,0
9,10.0,Systematic,26,8,0,11,1,13,1,7,2,7,0,4,7
10,11.0,OGL,26,3,5,9,0,9,0,5,1,8,2,15,0
11,12.0,AIC WIBU,24,13,4,14,0,5,10,19,0,10,1,11,0
12,13.0,Sovereign,24,12,0,6,2,8,3,13,1,5,1,6,3
13,14.0,Lowkey,21,14,0,5,7,17,0,6,2,6,0,12,0
14,15.0,ARENA,20,18,1,18,0,11,6,17,0,9,3,10,5
15,16.0,CHILL,19,6,0,12,1,15,0,4,8,20,0,20,0
16,17.0,DYSON,18,10,2,20,0,20,0,20,0,12,3,3,3
17,18.0,DRG,14,7,3,10,0,7,0,11,1,19,0,13,0
18,19.0,JET,5,9,0,17,0,12,1,18,0,15,0,16,0
19,20.0,LVTHN,4,17,0,19,0,10,0,9,0,16,0,19,0
