,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 13, 2022 - 17:30 EDTWorld's Edge RAWRXDTEEHEE Stick Drift Op TPM","Round 1 Round 1 March 13, 2022 - 17:30 EDTWorld's Edge RAWRXDTEEHEE Stick Drift Op TPM","Round 2 Round 2 March 13, 2022 - 18:00 EDTWorld's Edge rats Team Anarchy High Caliber","Round 2 Round 2 March 13, 2022 - 18:00 EDTWorld's Edge rats Team Anarchy High Caliber","Round 3 Round 3 March 13, 2022 - 18:30 EDTWorld's Edge CIMJ Tripods Alter Ego","Round 3 Round 3 March 13, 2022 - 18:30 EDTWorld's Edge CIMJ Tripods Alter Ego","Round 4 Round 4 March 13, 2022 - 19:00 EDTStorm Point TPM Wingman Season Alter Ego","Round 4 Round 4 March 13, 2022 - 19:00 EDTStorm Point TPM Wingman Season Alter Ego","Round 5 Round 5 March 13, 2022 - 19:30 EDTStorm Point Wingman Season CIMJ Transatlantic Gaming NA","Round 5 Round 5 March 13, 2022 - 19:30 EDTStorm Point Wingman Season CIMJ Transatlantic Gaming NA","Round 6 Round 6 March 13, 2022 - 20:00 EDTStorm Point CIMJ Asteria Alter Ego","Round 6 Round 6 March 13, 2022 - 20:00 EDTStorm Point CIMJ Asteria Alter Ego"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,CIMJ,80,5,0,10,0,1,20,8,9,2,3,1,7
1,2.0,AE,53,9,8,9,3,3,4,3,1,14,0,3,11
2,3.0,TPM,52,3,4,8,0,18,0,1,9,4,11,17,2
3,4.0,WING,48,18,3,20,0,12,8,2,3,1,12,19,0
4,5.0,ING,39,14,1,4,8,19,1,13,5,7,6,10,6
5,6.0,SDO,39,2,3,13,0,4,5,15,0,5,3,6,5
6,7.0,AST,37,13,4,6,6,11,4,10,0,10,2,2,3
7,8.0,ChadP,33,11,3,17,2,6,4,5,6,6,0,11,6
8,9.0,HC,32,10,0,3,3,9,1,7,5,12,2,4,1
9,10.0,VOID,31,8,4,5,7,10,1,16,0,9,9,18,0
10,11.0,RAWR,31,1,15,19,0,16,1,12,1,11,0,16,0
11,12.0,Anarchy,30,15,5,2,6,20,0,11,2,20,0,8,4
12,13.0,TRP,29,19,0,7,4,2,5,20,0,16,1,9,5
13,14.0,rats,28,20,0,1,10,17,2,17,0,19,0,13,3
14,15.0,TAG NA,28,12,1,11,0,13,0,4,6,3,5,15,0
15,16.0,ShameAssist,19,4,3,16,1,7,1,9,3,18,0,14,0
16,17.0,BF,17,6,0,12,0,15,0,14,3,17,0,7,5
17,18.0,LVI,16,7,1,15,3,14,0,6,1,8,0,12,0
18,19.0,UORG,10,17,0,14,1,8,0,18,0,15,1,5,0
19,20.0,trippin,7,16,0,18,0,5,2,19,0,13,0,20,0
