Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,GS,69,17,1,4,14,16,0,1,15,4,11,13,5,Lobby 1
2.0,April,62,4,4,7,3,2,13,9,0,1,7,12,3,Lobby 1
3.0,RL.XV,54,13,6,12,5,15,3,3,5,18,1,1,12,Lobby 1
4.0,PWLS,51,8,3,1,5,1,8,7,1,5,0,15,0,Lobby 1
5.0,WHIZ,44,2,5,3,8,8,8,17,4,12,0,18,0,Lobby 1
6.0,SNG,43,6,7,10,9,10,0,10,0,7,3,4,7,Lobby 1
7.0,Pavlova,43,3,5,2,1,4,5,12,3,11,3,10,1,Lobby 1
8.0,INF,39,5,0,13,0,7,6,4,7,13,0,3,5,Lobby 1
9.0,Dimple Esport,38,1,8,19,0,13,0,16,0,3,7,9,1,Lobby 1
10.0,Estrell,34,7,1,20,0,9,0,2,11,10,0,5,2,Lobby 1
11.0,uwuXuwu,34,10,2,5,3,3,9,5,1,9,0,16,0,Lobby 1
12.0,WAT,29,12,4,11,0,18,0,14,0,8,4,2,7,Lobby 1
13.0,RNG,26,20,0,6,2,14,1,15,0,2,5,11,3,Lobby 1
14.0,AFxRP Skyrise,18,15,2,17,0,5,2,8,4,16,0,7,0,Lobby 1
15.0,RebellioN,17,11,0,14,3,12,0,11,0,6,0,6,4,Lobby 1
16.0,EVO.Supreme,13,14,0,9,0,19,0,19,1,15,7,14,0,Lobby 1
17.0,DREAM,11,9,4,15,0,17,3,18,1,20,0,20,0,Lobby 1
18.0,IFPD,10,16,0,16,0,6,1,6,3,19,0,17,0,Lobby 1
19.0,hello nihao,5,18,0,18,0,20,0,20,0,14,0,8,2,Lobby 1
20.0,Incorporated,4,19,0,8,0,11,0,13,0,17,0,20,0,Lobby 1
1.0,O3,92,4,10,1,16,11,3,1,14,2,1,12,8,Lobby 2
2.0,TX,45,13,12,18,0,16,5,12,3,15,3,1,7,Lobby 2
3.0,PG,45,12,2,12,1,9,10,2,4,11,1,4,8,Lobby 2
4.0,RL.Genesis,44,2,10,15,1,4,3,4,4,9,2,8,0,Lobby 2
5.0,WGGxPK,42,17,0,2,4,1,8,19,0,5,5,17,0,Lobby 2
6.0,On the Sticks,39,1,8,17,0,15,1,15,3,7,3,7,4,Lobby 2
7.0,EVO BERZ,39,8,0,16,0,6,1,3,4,1,8,9,0,Lobby 2
8.0,WGG,37,20,0,9,14,20,0,6,1,3,10,20,0,Lobby 2
9.0,Antiaa,37,11,1,8,0,3,7,11,0,8,6,2,1,Lobby 2
10.0,MBTN,36,19,3,20,1,2,9,18,1,20,0,5,9,Lobby 2
11.0,iON,31,7,3,10,0,7,0,10,0,10,0,3,9,Lobby 2
12.0,NonetWork,27,5,2,3,3,12,1,13,6,12,0,11,0,Lobby 2
13.0,South Cartel,26,15,0,5,4,5,3,9,2,13,2,15,2,Lobby 2
14.0,InfernoDSC,25,10,2,13,3,8,0,17,1,6,7,10,2,Lobby 2
15.0,AMG TW,25,6,0,4,4,14,3,8,3,19,1,16,3,Lobby 2
16.0,HeadHunters,24,18,0,11,5,13,0,5,6,4,2,18,0,Lobby 2
17.0,DYN,21,3,1,7,2,10,0,14,0,16,0,6,2,Lobby 2
18.0,LittleMeow,13,9,0,14,1,19,0,7,0,14,2,13,2,Lobby 2
19.0,Hardstuck D4,10,14,0,6,0,17,0,16,3,18,2,14,0,Lobby 2
20.0,QE.NY,1,16,1,19,0,18,0,20,0,17,0,19,0,Lobby 2
