Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,AUS,48,2,12,15,0,1,6,8,6
2.0,DI,46,11,1,2,13,17,0,1,10
3.0,Weebs Out,41,17,0,11,4,2,11,3,9
4.0,3 Jabronies,32,19,0,1,9,5,2,10,3
5.0,6bnt,29,1,13,18,0,16,3,13,0
6.0,FV,28,7,6,4,0,8,2,5,6
7.0,SYND,28,3,2,12,0,7,6,4,4
8.0,BGR,27,5,2,6,2,3,8,14,0
9.0,PRSTS,26,6,4,14,2,12,3,2,3
10.0,Hope Die Last,20,15,5,8,5,9,1,9,2
11.0,Fight Club,20,10,1,3,5,6,2,18,0
12.0,RAT,19,16,0,5,3,4,4,12,2
13.0,AAS,19,4,3,7,1,15,0,6,3
14.0,Undertaker,14,9,3,9,7,19,0,17,0
15.0,Duck Goes Quack,13,8,1,10,2,10,0,7,1
16.0,SPL,8,18,0,19,0,14,3,15,3
17.0,Wattson Simps,6,14,1,16,0,11,1,11,1
18.0,Sxercise,4,12,1,13,0,18,0,16,1
19.0,fifth grader,4,13,0,17,0,13,1,19,1
20.0,Moanerz EU,0,20,0,20,0,20,0,20,0
