,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 26, 2021 - 12:00 SGTWorld's Edge MDY WEAREGODGAMERS Powerless","Round 1 Round 1 September 26, 2021 - 12:00 SGTWorld's Edge MDY WEAREGODGAMERS Powerless","Round 2 Round 2 September 26, 2021 - 12:35 SGTWorld's Edge WHIZMissing: perangi esport SnG","Round 2 Round 2 September 26, 2021 - 12:35 SGTWorld's Edge WHIZMissing: perangi esport SnG","Round 3 Round 3 September 26, 2021 - 13:10 SGTWorld's Edge Warsoul Hammer WEAREGODGAMERS Dynasty Esports Club","Round 3 Round 3 September 26, 2021 - 13:10 SGTWorld's Edge Warsoul Hammer WEAREGODGAMERS Dynasty Esports Club","Round 4 Round 4 September 26, 2021 - 13:45 SGTWorld's Edge DNZ Warsoul Hammer WEAREGODGAMERS","Round 4 Round 4 September 26, 2021 - 13:45 SGTWorld's Edge DNZ Warsoul Hammer WEAREGODGAMERS","Round 5 Round 5 September 26, 2021 - 14:20 SGTWorld's Edge Pavlova XSpark MDY","Round 5 Round 5 September 26, 2021 - 14:20 SGTWorld's Edge Pavlova XSpark MDY","Round 6 Round 6 September 26, 2021 - 14:55 SGTWorld's Edge Perangai Esport Dynasty Esports Club XSpark","Round 6 Round 6 September 26, 2021 - 14:55 SGTWorld's Edge Perangai Esport Dynasty Esports Club XSpark"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,WGG,71,2,11,11,5,2,11,3,9,6,5,13,0
1,2.0,DNZ,66,12,2,9,7,5,4,1,16,11,7,5,6
2,3.0,MDY,56,1,12,16,4,13,5,7,5,3,6,12,0
3,4.0,TX,53,19,1,7,1,4,6,14,3,2,6,3,11
4,5.0,GS,51,15,1,4,5,6,7,12,3,8,7,6,13
5,6.0,WHIZ,44,6,3,1,11,15,1,11,1,13,3,8,5
6,7.0,Warsoul Hammer,43,16,2,14,0,1,6,2,5,14,3,9,2
7,8.0,PG,41,4,1,2,1,18,0,6,0,9,1,1,7
8,9.0,DYN,39,5,3,19,0,3,3,4,2,15,0,2,5
9,10.0,Pavlova,38,9,3,17,1,10,1,9,5,1,5,4,0
10,11.0,SNG,29,10,2,3,5,9,3,10,2,19,0,10,2
11,12.0,AMG TW,28,14,2,5,10,12,0,8,0,18,3,7,2
12,13.0,Estrell,24,17,3,13,0,14,3,5,4,4,2,14,0
13,14.0,PWLS,21,3,3,6,4,16,0,17,2,10,0,16,0
14,15.0,WGGxPK,16,13,1,18,0,8,4,15,0,5,1,11,1
15,16.0,MBTN,12,11,1,15,2,7,1,16,1,17,0,17,2
16,17.0,April,11,7,3,10,0,17,0,13,0,12,1,18,0
17,18.0,HeadHunters,7,8,0,8,1,11,0,18,0,16,0,15,0
18,19.0,BTCxWGG,4,18,0,12,0,19,0,19,0,7,0,19,0
19,20.0,NaresuanSniper,0,20,0,20,0,20,0,20,0,20,0,20,0
