Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,DynamiX,44,4,1,4,3,1,12,7,3
2.0,DI,41,6,14,10,9,8,6,10,3
3.0,SPPI,41,12,0,6,3,3,6,1,9
4.0,Baguette,41,8,0,1,7,2,1,2,1
5.0,SCBS,34,13,3,8,3,5,6,5,11
6.0,1515,33,1,8,3,2,7,0,12,0
7.0,Chupiki,28,5,3,2,3,9,0,4,2
8.0,3FR,23,2,5,11,0,11,0,9,5
9.0,BWG,23,3,1,5,5,12,2,6,0
10.0,ExplosionFusion,21,10,2,7,2,4,6,11,0
11.0,Senbonzakura,16,14,2,12,3,10,0,3,0
12.0,Wazki's Willies,9,9,0,14,0,13,0,8,3
13.0,DTS,7,11,0,9,0,6,0,14,0
14.0,KYKLOS,6,7,0,13,0,14,0,13,0
15.0,Class 1A,2,15,0,15,0,20,0,20,0
