Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,GOD,92,1,15,2,8,1,21,2,6
2.0,3 Jabronies,54,3,7,7,10,7,12,6,9
3.0,ETH,45,2,5,3,2,2,5,7,5
4.0,NotoriousFamily,29,6,3,1,8,11,0,10,0
5.0,U2GRAD,28,12,3,10,2,15,0,1,7
6.0,60fps,26,4,5,5,5,4,1,15,0
7.0,Convergent,19,14,0,14,0,3,0,5,6
8.0,Misfits,15,8,0,12,0,14,0,3,4
9.0,Syntropy,14,13,2,15,0,5,2,8,2
10.0,Ugur Abi,12,11,0,11,1,6,0,4,1
11.0,Diablos,11,10,0,6,3,8,0,14,0
12.0,SlayerZ_Inc,11,5,0,4,0,13,0,12,0
13.0,SHEESH,9,15,0,8,0,9,0,9,2
14.0,Bikes,7,9,0,13,1,10,0,11,0
15.0,Over The Top Sgv,7,7,0,9,0,12,0,13,0
