Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Arigato 4 pts,62,10,3,13,0,1,16,1,16
2.0,Aspirateur,43,3,6,9,0,4,2,2,12
3.0,FV,38,20,0,4,11,8,15,10,3
4.0,Mat For Victory,30,1,9,14,0,7,1,5,0
5.0,iEnvy,27,2,7,6,3,14,0,6,1
6.0,6bnt,26,15,0,2,14,15,0,15,0
7.0,Squirtle Squad,25,14,1,5,0,3,4,4,3
8.0,Skill Gap,23,9,0,3,4,9,0,3,1
9.0,Simply_E_Sports,21,12,1,1,3,6,0,13,0
10.0,Lunar,16,4,3,7,2,13,1,14,0
11.0,ZenTeX eSports,16,5,3,10,3,11,0,7,0
12.0,Amaterasu,16,8,0,12,1,2,2,12,0
13.0,Kryptic,13,13,0,8,0,5,1,9,3
14.0,The End,9,7,1,15,0,10,0,11,1
15.0,nothing to say,4,20,0,11,0,12,0,8,0
