Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Hope Die Last,76,14,0,2,14,1,14,1,14
2.0,Sheriffs,55,3,11,1,9,15,0,3,8
3.0,Fluffy Bunnies,49,1,12,3,6,10,4,4,1
4.0,21cm,46,8,3,9,2,4,13,2,10
5.0,Uchinix,25,2,9,15,1,14,0,12,3
6.0,TRIHARD,21,9,0,4,0,2,4,13,0
7.0,TRIPLEU,20,7,3,6,0,7,3,9,3
8.0,3 Uomini 1 Gamba,16,15,0,13,3,6,3,8,3
9.0,EniGma,13,5,0,14,0,5,0,5,0
10.0,MYSTERY TEAM,12,10,0,8,0,3,0,15,0
11.0,Razaniro,11,12,0,7,3,11,0,6,0
12.0,DUNDER,11,6,2,6,0,8,0,14,0
13.0,THE GHOST KILLER,10,4,1,11,0,12,0,10,0
14.0,Il malae,7,13,0,10,0,13,0,7,0
15.0,AGILE,5,11,0,12,0,9,0,11,0
