Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,HKE,69,5,6,2,6,1,12,2,11
2.0,SLAP,54,3,6,1,11,13,6,5,7
3.0,31SJ,53,2,9,3,8,2,6,4,0
4.0,FC,50,1,8,10,3,4,3,1,5
5.0,Pepegi,49,15,0,4,8,3,11,7,14
6.0,FIRE CLAN,16,4,5,12,0,7,0,8,0
7.0,Chiefs,16,6,0,11,1,5,0,3,0
8.0,PepeGurls,13,10,4,5,0,10,0,11,0
9.0,OXR,12,11,0,6,2,9,1,10,1
10.0,Wild Boars,9,13,0,8,0,8,2,9,0
11.0,T3W,8,9,0,7,1,14,0,13,0
12.0,SQT,8,12,0,13,0,6,0,6,0
13.0,TAW Rampage,6,8,0,9,0,12,0,12,0
14.0,PolyGuys,5,14,1,14,0,11,0,14,0
15.0,Exiled,5,7,0,15,0,15,0,20,0
