Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,CLN,68,1,16,9,1,1,24,13,0
2.0,Undertaker,45,10,4,6,8,5,0,1,12
3.0,LGN,41,3,7,1,6,12,1,9,5
4.0,XDA,40,5,2,4,7,4,8,5,5
5.0,Sapere Aude,34,6,3,2,4,6,0,3,5
6.0,Oui,30,2,1,8,3,2,2,12,3
7.0,Sxercise,28,8,2,5,3,11,0,2,7
8.0,WARM Esport,19,13,0,3,0,13,3,4,2
9.0,qoud vera Genus,14,14,1,10,6,9,0,8,0
10.0,Stigma Crew,13,4,0,13,0,10,1,7,1
11.0,Gold Grubbers,12,7,3,14,0,7,0,10,0
12.0,Precision,11,9,0,7,0,14,0,6,2
13.0,LmaoKmao,11,15,0,11,0,3,1,14,0
14.0,Hunters_Squad,7,11,2,12,0,8,0,11,0
15.0,Varviki,0,20,0,20,0,20,0,20,0
