Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TREX,74,1,16,4,4,1,16,7,6
2.0,BGR,66,3,10,1,17,11,3,3,9
3.0,Boydem,43,4,2,7,5,5,3,1,9
4.0,UTFT,33,5,1,6,0,2,7,5,5
5.0,SCTA,30,2,4,2,3,7,0,13,1
6.0,EFG Team,26,13,0,10,2,3,2,2,3
7.0,STUGOTS,19,15,0,3,2,4,3,15,0
8.0,Lagom,18,9,1,8,3,10,0,4,3
9.0,onetap,15,8,3,5,0,12,2,9,1
10.0,Royal Mooses,12,10,1,9,2,8,2,11,0
11.0,TRS Clan,10,6,3,15,0,14,0,8,0
12.0,Nuclear Apes,8,12,0,13,1,9,2,12,0
13.0,AimAssist,8,14,0,11,0,15,0,6,2
14.0,RatPasTaGame,7,11,0,12,0,6,0,10,0
15.0,NASA,6,7,0,14,0,13,0,14,0
