Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
13.0,BFG,23,11,6,9,1,17,1,11,4,Lobby 2,Semifinals,8.0,1.0,14.0,3.0,Split_1
14.0,Steamroller,23,3,1,13,0,10,3,15,0,Lobby 2,Semifinals,6.0,4.0,13.0,0.0,Split_1
15.0,ALKaIIIbI,18,4,3,19,0,12,0,7,4,Lobby 2,Semifinals,11.0,1.0,18.0,0.0,Split_1
16.0,Yes,18,12,0,7,3,15,0,6,1,Lobby 2,Semifinals,13.0,0.0,5.0,1.0,Split_1
17.0,2.5WL,14,13,0,15,2,18,2,12,1,Lobby 2,Semifinals,15.0,3.0,11.0,1.0,Split_1
18.0,3FR,13,14,0,17,0,11,0,9,2,Lobby 2,Semifinals,7.0,3.0,16.0,1.0,Split_1
19.0,ILL,9,16,6,11,1,14,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1
20.0,Kryptic,5,19,0,8,0,13,1,16,0,Lobby 2,Semifinals,18.0,0.0,15.0,0.0,Split_1
1.0,SJP2,70,1,9,4,8,18,0,6,7,Lobby 1,Finals,12.0,2.0,1.0,11.0,Split_1
2.0,NXB,56,15,2,18,0,4,8,3,9,Lobby 1,Finals,3.0,5.0,4.0,7.0,Split_1
3.0,GOD,55,6,3,8,5,2,8,2,8,Lobby 1,Finals,20.0,0.0,5.0,4.0,Split_1
4.0,SSD,50,4,3,16,0,10,6,8,2,Lobby 1,Finals,1.0,17.0,17.0,1.0,Split_1
5.0,SMS,50,3,5,2,10,3,5,20,0,Lobby 1,Finals,17.0,0.0,6.0,4.0,Split_1
6.0,LOS,50,9,2,17,3,1,8,4,5,Lobby 1,Finals,2.0,4.0,19.0,0.0,Split_1
7.0,SYND,46,2,5,14,1,7,4,13,0,Lobby 1,Finals,5.0,3.0,3.0,8.0,Split_1
8.0,Zeta,38,8,4,6,1,5,3,1,3,Lobby 1,Finals,11.0,2.0,8.0,1.0,Split_1
9.0,CHI,36,5,4,3,2,15,0,12,0,Lobby 1,Finals,4.0,5.0,7.0,4.0,Split_1
10.0,TRJ,34,20,0,1,12,20,0,9,5,Lobby 1,Finals,16.0,0.0,16.0,3.0,Split_1
11.0,ZBW,33,19,0,7,1,14,0,5,2,Lobby 1,Finals,9.0,7.0,2.0,4.0,Split_1
12.0,CRAZYx3,20,17,0,15,3,9,6,19,0,Lobby 1,Finals,15.0,2.0,14.0,4.0,Split_1
13.0,1872,19,12,4,12,3,16,0,11,2,Lobby 1,Finals,8.0,3.0,11.0,1.0,Split_1
14.0,backseat,18,7,6,19,0,12,3,10,0,Lobby 1,Finals,19.0,0.0,10.0,1.0,Split_1
15.0,NoHalo,17,11,6,13,0,19,0,15,3,Lobby 1,Finals,18.0,0.0,12.0,4.0,Split_1
16.0,L2S,17,18,0,10,3,17,3,14,3,Lobby 1,Finals,14.0,1.0,9.0,1.0,Split_1
17.0,HKE,17,10,1,20,0,13,1,7,3,Lobby 1,Finals,6.0,3.0,18.0,0.0,Split_1
18.0,NIBL,16,16,0,5,4,8,3,17,1,Lobby 1,Finals,13.0,1.0,20.0,0.0,Split_1
19.0,60fps,13,13,0,11,1,6,0,18,2,Lobby 1,Finals,7.0,1.0,13.0,0.0,Split_1
20.0,ThatsNotaBoulder,12,14,2,9,0,11,0,16,0,Lobby 1,Finals,10.0,3.0,15.0,0.0,Split_1
1.0,ALKaIIIbI,61,1,9,3,3,7,3,1,12,Lobby 1,Quarterfinals,,,,,Split_1
2.0,SMS,45,7,1,6,4,2,12,2,4,Lobby 1,Quarterfinals,,,,,Split_1
3.0,CHI,39,13,4,1,16,4,0,18,1,Lobby 1,Quarterfinals,,,,,Split_1
4.0,SSD,37,3,2,18,0,1,15,14,0,Lobby 1,Quarterfinals,,,,,Split_1
5.0,ARIS,29,6,5,2,7,17,3,9,0,Lobby 1,Quarterfinals,,,,,Split_1
6.0,CRAZYx3,25,18,1,12,3,8,2,3,9,Lobby 1,Quarterfinals,,,,,Split_1
7.0,Justthreeplayers,23,5,8,16,2,11,2,5,2,Lobby 1,Quarterfinals,,,,,Split_1
8.0,NIBL,22,10,1,9,3,3,5,10,0,Lobby 1,Quarterfinals,,,,,Split_1
9.0,iEnvy,21,14,2,4,7,16,3,11,2,Lobby 1,Quarterfinals,,,,,Split_1
10.0,60fps,21,4,1,11,3,9,1,8,6,Lobby 1,Quarterfinals,,,,,Split_1
11.0,weeboys,21,2,6,19,1,14,1,7,0,Lobby 1,Quarterfinals,,,,,Split_1
12.0,ThatsNotaBoulder,17,17,1,7,3,10,2,6,3,Lobby 1,Quarterfinals,,,,,Split_1
13.0,FTG,14,20,0,10,2,20,0,4,5,Lobby 1,Quarterfinals,,,,,Split_1
14.0,31SJ,13,11,0,15,1,18,1,12,8,Lobby 1,Quarterfinals,,,,,Split_1
15.0,Nirvana,13,12,4,5,0,6,0,17,1,Lobby 1,Quarterfinals,,,,,Split_1
16.0,CG,11,15,0,14,2,19,3,13,3,Lobby 1,Quarterfinals,,,,,Split_1
17.0,VIVIFY,11,16,2,17,0,5,4,16,1,Lobby 1,Quarterfinals,,,,,Split_1
18.0,Team KST,9,9,5,20,0,13,1,19,0,Lobby 1,Quarterfinals,,,,,Split_1
19.0,F7,9,8,3,8,0,15,0,15,0,Lobby 1,Quarterfinals,,,,,Split_1
20.0,DNMK,2,19,0,13,0,12,0,20,0,Lobby 1,Quarterfinals,,,,,Split_1
1.0,CHASE,54,5,1,1,10,1,13,9,0,Lobby 2,Quarterfinals,,,,,Split_1
2.0,NXB,42,1,12,11,4,6,5,16,5,Lobby 2,Quarterfinals,,,,,Split_1
3.0,GOD,40,2,14,17,0,3,6,8,2,Lobby 2,Quarterfinals,,,,,Split_1
4.0,PRSTS,39,3,9,4,3,9,0,6,10,Lobby 2,Quarterfinals,,,,,Split_1
5.0,Uchinix,38,16,0,3,16,11,0,2,5,Lobby 2,Quarterfinals,,,,,Split_1
6.0,AWL,34,14,3,6,7,4,11,13,3,Lobby 2,Quarterfinals,,,,,Split_1
7.0,Steamroller,33,10,1,20,0,5,5,1,9,Lobby 2,Quarterfinals,,,,,Split_1
8.0,TREX,31,15,0,9,0,2,12,4,2,Lobby 2,Quarterfinals,,,,,Split_1
9.0,Senbonzakura,27,8,1,2,4,18,0,5,7,Lobby 2,Quarterfinals,,,,,Split_1
10.0,DOT,22,6,3,7,1,12,0,3,4,Lobby 2,Quarterfinals,,,,,Split_1
11.0,ATK,16,12,3,5,3,8,1,10,0,Lobby 2,Quarterfinals,,,,,Split_1
12.0,Direx3.22,13,7,3,16,0,10,0,7,2,Lobby 2,Quarterfinals,,,,,Split_1
13.0,21cm,12,4,3,12,3,16,0,18,0,Lobby 2,Quarterfinals,,,,,Split_1
14.0,2dorogi na troih,10,19,0,8,4,17,0,15,3,Lobby 2,Quarterfinals,,,,,Split_1
15.0,AFG-Khakbaad,6,9,3,14,0,20,0,19,0,Lobby 2,Quarterfinals,,,,,Split_1
16.0,NoHalo,6,11,0,10,0,14,1,11,0,Lobby 2,Quarterfinals,,,,,Split_1
17.0,Albi eSport,6,13,0,18,0,7,1,12,0,Lobby 2,Quarterfinals,,,,,Split_1
18.0,BBG,4,20,0,15,0,15,1,14,0,Lobby 2,Quarterfinals,,,,,Split_1
19.0,Kissyourhomies,3,17,0,19,0,13,0,17,2,Lobby 2,Quarterfinals,,,,,Split_1
20.0,Kryptic,1,18,0,13,0,19,0,20,0,Lobby 2,Quarterfinals,,,,,Split_1
1.0,backseat,66,1,9,1,18,4,10,18,0,Lobby 3,Quarterfinals,,,,,Split_1
2.0,6bnt,47,9,1,2,6,1,14,10,1,Lobby 3,Quarterfinals,,,,,Split_1
3.0,WLS,38,8,4,8,4,9,4,1,8,Lobby 3,Quarterfinals,,,,,Split_1
4.0,BLANK,32,13,7,7,5,3,3,6,3,Lobby 3,Quarterfinals,,,,,Split_1
5.0,Lucendi,27,14,1,15,5,6,2,3,7,Lobby 3,Quarterfinals,,,,,Split_1
6.0,HKE,27,3,9,3,1,16,1,13,1,Lobby 3,Quarterfinals,,,,,Split_1
7.0,Exalty,27,12,0,4,4,18,3,2,5,Lobby 3,Quarterfinals,,,,,Split_1
8.0,SPPI,26,11,0,12,3,2,7,9,3,Lobby 3,Quarterfinals,,,,,Split_1
9.0,Yes,25,2,7,17,0,12,0,4,3,Lobby 3,Quarterfinals,,,,,Split_1
10.0,ZBW,21,6,1,6,3,19,0,5,7,Lobby 3,Quarterfinals,,,,,Split_1
11.0,1872,17,19,0,19,0,5,8,16,5,Lobby 3,Quarterfinals,,,,,Split_1
12.0,EFG Team,16,4,7,16,1,11,0,15,1,Lobby 3,Quarterfinals,,,,,Split_1
13.0,Monkey Milkers,13,7,2,13,2,7,2,17,0,Lobby 3,Quarterfinals,,,,,Split_1
14.0,Oui,11,18,0,18,0,15,0,7,7,Lobby 3,Quarterfinals,,,,,Split_1
15.0,FP,10,10,3,11,1,8,1,19,0,Lobby 3,Quarterfinals,,,,,Split_1
16.0,Nuclear Apes,10,15,0,5,2,14,0,12,1,Lobby 3,Quarterfinals,,,,,Split_1
17.0,Sxercise,9,5,2,9,0,17,0,14,0,Lobby 3,Quarterfinals,,,,,Split_1
18.0,SocksOUT,7,17,0,14,0,10,1,8,1,Lobby 3,Quarterfinals,,,,,Split_1
19.0,OXR,6,16,0,10,2,13,0,11,0,Lobby 3,Quarterfinals,,,,,Split_1
20.0,DoubleStuffdOreo,0,20,0,20,0,20,0,20,0,Lobby 3,Quarterfinals,,,,,Split_1
1.0,SJP2,63,1,12,11,4,3,18,4,4,Lobby 4,Quarterfinals,,,,,Split_1
2.0,SCTA,49,2,5,6,2,5,5,1,9,Lobby 4,Quarterfinals,,,,,Split_1
3.0,TRJ,42,15,4,1,10,16,0,3,8,Lobby 4,Quarterfinals,,,,,Split_1
4.0,NoFear,38,5,7,5,9,11,2,7,8,Lobby 4,Quarterfinals,,,,,Split_1
5.0,MantaX,33,11,3,12,1,1,9,9,4,Lobby 4,Quarterfinals,,,,,Split_1
6.0,INS,31,3,6,3,2,4,1,12,2,Lobby 4,Quarterfinals,,,,,Split_1
7.0,BFG,28,4,1,16,1,2,7,6,2,Lobby 4,Quarterfinals,,,,,Split_1
8.0,HNY,24,19,0,2,11,15,2,15,0,Lobby 4,Quarterfinals,,,,,Split_1
9.0,Spacegliders,23,8,0,7,2,9,1,2,4,Lobby 4,Quarterfinals,,,,,Split_1
10.0,HLDC,21,7,7,10,4,18,3,14,1,Lobby 4,Quarterfinals,,,,,Split_1
11.0,Are we in,20,10,1,4,2,10,1,5,3,Lobby 4,Quarterfinals,,,,,Split_1
12.0,Pony,17,20,0,13,4,6,3,8,4,Lobby 4,Quarterfinals,,,,,Split_1
13.0,L2S,15,9,6,18,0,7,2,13,1,Lobby 4,Quarterfinals,,,,,Split_1
14.0,ExplosionFusion,10,13,0,8,5,17,0,11,1,Lobby 4,Quarterfinals,,,,,Split_1
15.0,UTFT,8,6,0,15,0,12,3,18,0,Lobby 4,Quarterfinals,,,,,Split_1
16.0,Whiff Tang,7,14,3,20,1,20,0,10,0,Lobby 4,Quarterfinals,,,,,Split_1
17.0,JIGSAW,5,12,0,9,1,14,0,20,0,Lobby 4,Quarterfinals,,,,,Split_1
18.0,T3W,4,16,2,14,0,13,0,17,0,Lobby 4,Quarterfinals,,,,,Split_1
19.0,Aim Assist,2,18,0,17,0,19,0,16,2,Lobby 4,Quarterfinals,,,,,Split_1
20.0,D4RP,2,17,0,19,0,8,0,19,0,Lobby 4,Quarterfinals,,,,,Split_1
1.0,TREX,93,2,3,1,4,1,17,12,0,Lobby 1,Semifinals,1.0,7.0,4.0,11.0,Split_1
2.0,PRSTS,72,1,17,3,15,15,4,6,8,Lobby 1,Semifinals,11.0,3.0,12.0,0.0,Split_1
3.0,AWL,54,5,7,17,0,14,5,11,8,Lobby 1,Semifinals,7.0,9.0,3.0,9.0,Split_1
4.0,SMS,53,12,0,7,5,2,7,4,7,Lobby 1,Semifinals,5.0,12.0,18.0,0.0,Split_1
5.0,Steamroller,49,13,3,2,3,4,0,16,1,Lobby 1,Semifinals,6.0,5.0,1.0,7.0,Split_1
6.0,SSD,48,20,0,20,0,6,5,1,7,Lobby 1,Semifinals,9.0,3.0,2.0,7.0,Split_1
7.0,GOD,43,11,3,9,2,3,3,17,1,Lobby 1,Semifinals,3.0,6.0,5.0,7.0,Split_1
8.0,CRAZYx3,38,3,5,5,10,20,1,14,0,Lobby 1,Semifinals,4.0,2.0,7.0,0.0,Split_1
9.0,DOT,37,4,6,14,0,17,1,2,11,Lobby 1,Semifinals,10.0,0.0,15.0,1.0,Split_1
10.0,Uchinix,36,9,0,12,2,18,0,3,9,Lobby 1,Semifinals,2.0,4.0,8.0,0.0,Split_1
11.0,CHASE,27,17,0,4,3,5,6,5,1,Lobby 1,Semifinals,14.0,0.0,6.0,0.0,Split_1
12.0,NIBL,21,7,6,18,0,13,3,13,1,Lobby 1,Semifinals,19.0,1.0,10.0,3.0,Split_1
13.0,ALKaIIIbI,21,14,5,6,2,12,0,8,1,Lobby 1,Semifinals,13.0,1.0,9.0,2.0,Split_1
14.0,NXB,19,18,0,15,1,7,5,19,0,Lobby 1,Semifinals,12.0,0.0,11.0,7.0,Split_1
15.0,Justthreeplayers,15,10,0,13,6,9,1,18,0,Lobby 1,Semifinals,20.0,0.0,17.0,3.0,Split_1
16.0,iEnvy,15,15,1,10,0,8,2,9,1,Lobby 1,Semifinals,8.0,1.0,13.0,0.0,Split_1
17.0,Senbonzakura,14,16,0,8,1,10,0,7,2,Lobby 1,Semifinals,15.0,3.0,20.0,0.0,Split_1
18.0,CHI,9,8,0,11,3,11,0,10,0,Lobby 1,Semifinals,18.0,0.0,19.0,0.0,Split_1
19.0,weeboys,7,6,2,16,0,16,0,15,0,Lobby 1,Semifinals,16.0,0.0,14.0,0.0,Split_1
20.0,ARIS,0,19,0,19,0,19,0,20,0,Lobby 1,Semifinals,17.0,0.0,16.0,0.0,Split_1
1.0,INS,67,1,13,10,3,4,10,3,7,Lobby 2,Semifinals,11.0,3.0,6.0,1.0,Split_1
2.0,SJP2,58,14,6,3,13,10,6,11,1,Lobby 2,Semifinals,4.0,16.0,16.0,0.0,Split_1
3.0,backseat,51,7,1,8,5,8,6,8,4,Lobby 2,Semifinals,1.0,6.0,5.0,4.0,Split_1
4.0,HNY,50,3,3,12,2,15,0,5,5,Lobby 2,Semifinals,8.0,4.0,1.0,9.0,Split_1
5.0,BLANK,47,9,9,13,1,2,8,12,2,Lobby 2,Semifinals,2.0,5.0,20.0,0.0,Split_1
6.0,SCTA,47,8,2,5,2,6,1,4,11,Lobby 2,Semifinals,3.0,7.0,15.0,2.0,Split_1
7.0,SPPI,44,2,6,1,13,18,0,16,0,Lobby 2,Semifinals,10.0,0.0,13.0,1.0,Split_1
8.0,HKE,40,4,2,9,0,1,4,6,3,Lobby 2,Semifinals,6.0,1.0,9.0,3.0,Split_1
9.0,WLS,32,20,0,20,0,13,3,1,6,Lobby 2,Semifinals,7.0,3.0,11.0,3.0,Split_1
10.0,6bnt,31,13,0,15,0,5,5,17,1,Lobby 2,Semifinals,18.0,1.0,2.0,9.0,Split_1
11.0,ZBW,30,17,0,11,3,20,0,14,6,Lobby 2,Semifinals,19.0,0.0,4.0,14.0,Split_1
12.0,NoFear,26,16,0,2,8,17,0,10,1,Lobby 2,Semifinals,9.0,2.0,10.0,0.0,Split_1
13.0,TRJ,23,10,4,4,3,9,3,19,0,Lobby 2,Semifinals,13.0,2.0,12.0,0.0,Split_1
14.0,BFG,23,12,4,7,0,12,1,2,3,Lobby 2,Semifinals,12.0,0.0,19.0,0.0,Split_1
15.0,Spacegliders,22,18,0,17,0,18,0,18,0,Lobby 2,Semifinals,5.0,7.0,3.0,4.0,Split_1
16.0,Lucendi,22,5,8,6,3,11,0,13,0,Lobby 2,Semifinals,15.0,0.0,14.0,0.0,Split_1
17.0,Exalty,21,15,1,14,0,14,4,9,6,Lobby 2,Semifinals,17.0,2.0,7.0,0.0,Split_1
18.0,MantaX,18,6,0,19,0,3,5,7,0,Lobby 2,Semifinals,20.0,0.0,18.0,0.0,Split_1
19.0,Yes,12,11,1,18,0,19,0,20,0,Lobby 2,Semifinals,14.0,3.0,8.0,4.0,Split_1
20.0,HLDC,7,19,0,16,1,16,2,15,1,Lobby 2,Semifinals,16.0,2.0,17.0,0.0,Split_1
1.0,AWL,85,6,3,1,15,1,9,10,7,Lobby 1,Finals,12.0,2.0,2.0,10.0,Split_1
2.0,SMS,72,8,4,3,5,14,0,1,13,Lobby 1,Finals,1.0,10.0,6.0,3.0,Split_1
3.0,TREX,59,3,3,2,5,9,3,9,2,Lobby 1,Finals,2.0,5.0,4.0,7.0,Split_1
4.0,backseat,55,10,5,8,1,2,9,4,6,Lobby 1,Finals,6.0,8.0,10.0,3.0,Split_1
5.0,SSD,45,1,10,15,2,8,2,18,1,Lobby 1,Finals,17.0,0.0,3.0,8.0,Split_1
6.0,HKE,38,7,4,16,4,16,0,2,11,Lobby 1,Finals,5.0,3.0,16.0,0.0,Split_1
7.0,WLS,34,11,7,7,5,13,5,8,4,Lobby 1,Finals,15.0,3.0,18.0,2.0,Split_1
8.0,SJP2,34,4,6,17,0,11,0,7,1,Lobby 1,Finals,8.0,7.0,5.0,5.0,Split_1
9.0,Steamroller,33,2,8,9,0,6,0,5,0,Lobby 1,Finals,10.0,1.0,7.0,1.0,Split_1
10.0,SCTA,30,13,3,11,0,19,1,11,1,Lobby 1,Finals,18.0,0.0,1.0,10.0,Split_1
11.0,INS,29,17,0,5,7,3,5,6,0,Lobby 1,Finals,16.0,1.0,9.0,0.0,Split_1
12.0,6bnt,26,5,1,12,3,17,2,12,2,Lobby 1,Finals,3.0,3.0,13.0,1.0,Split_1
13.0,Uchinix,25,20,0,4,0,4,5,20,0,Lobby 1,Finals,9.0,2.0,11.0,5.0,Split_1
14.0,DOT,23,16,0,6,1,5,2,3,5,Lobby 1,Finals,20.0,0.0,15.0,0.0,Split_1
15.0,CRAZYx3,22,12,2,13,3,18,1,13,1,Lobby 1,Finals,4.0,6.0,19.0,1.0,Split_1
16.0,HNY,21,9,2,18,0,20,0,17,6,Lobby 1,Finals,7.0,6.0,12.0,1.0,Split_1
17.0,GOD,16,14,1,10,1,7,4,14,0,Lobby 1,Finals,14.0,0.0,8.0,0.0,Split_1
18.0,PRSTS,14,19,0,19,3,12,8,16,1,Lobby 1,Finals,13.0,0.0,20.0,0.0,Split_1
19.0,BLANK,14,15,0,14,1,10,1,19,0,Lobby 1,Finals,11.0,1.0,14.0,5.0,Split_1
20.0,SPPI,6,18,0,20,0,15,4,15,0,Lobby 1,Finals,19.0,0.0,17.0,0.0,Split_1
1.0,TREX,62,7,8,2,9,2,11,2,4,Lobby 1,Quarterfinals,,,,,Split_1
2.0,Sxercise,40,11,4,3,11,3,3,8,5,Lobby 1,Quarterfinals,,,,,Split_1
3.0,Onl1chance,38,19,2,8,6,15,0,1,15,Lobby 1,Quarterfinals,,,,,Split_1
4.0,ZBW,38,4,9,1,9,19,0,17,3,Lobby 1,Quarterfinals,,,,,Split_1
5.0,GOD,38,1,10,19,0,7,0,3,6,Lobby 1,Quarterfinals,,,,,Split_1
6.0,SYND,32,17,5,14,0,1,11,12,2,Lobby 1,Quarterfinals,,,,,Split_1
7.0,Uchinix,28,3,4,20,0,8,5,5,6,Lobby 1,Quarterfinals,,,,,Split_1
8.0,SPIRAL,21,13,0,6,6,4,6,20,0,Lobby 1,Quarterfinals,,,,,Split_1
9.0,Dark Synergy,19,20,2,11,2,14,3,4,5,Lobby 1,Quarterfinals,,,,,Split_1
10.0,SPPI,19,9,2,4,4,11,3,9,0,Lobby 1,Quarterfinals,,,,,Split_1
11.0,F7,19,2,5,15,0,6,0,13,0,Lobby 1,Quarterfinals,,,,,Split_1
12.0,SKJ,14,12,0,9,0,9,9,19,0,Lobby 1,Quarterfinals,,,,,Split_1
13.0,ARIS,13,16,0,13,1,5,4,16,3,Lobby 1,Quarterfinals,,,,,Split_1
14.0,T3W,12,8,2,18,0,16,1,6,4,Lobby 1,Quarterfinals,,,,,Split_1
15.0,ThatsNotaBoulder,11,10,1,7,3,10,0,18,0,Lobby 1,Quarterfinals,,,,,Split_1
16.0,DerpSquad,10,15,3,17,0,13,0,10,3,Lobby 1,Quarterfinals,,,,,Split_1
17.0,Oui,10,18,0,10,4,12,0,7,0,Lobby 1,Quarterfinals,,,,,Split_1
18.0,Senbonzakura,10,6,0,5,2,20,0,14,0,Lobby 1,Quarterfinals,,,,,Split_1
19.0,Yes,7,5,2,16,0,18,0,15,0,Lobby 1,Quarterfinals,,,,,Split_1
20.0,HEXA,6,14,0,12,0,17,3,11,0,Lobby 1,Quarterfinals,,,,,Split_1
1.0,SJP2,72,1,15,9,6,1,23,19,2,Lobby 2,Quarterfinals,,,,,Split_1
2.0,SMS,35,2,8,18,0,2,6,7,0,Lobby 2,Quarterfinals,,,,,Split_1
3.0,Xc,34,4,2,2,8,4,4,12,0,Lobby 2,Quarterfinals,,,,,Split_1
4.0,LOS,31,3,6,8,0,13,0,2,6,Lobby 2,Quarterfinals,,,,,Split_1
5.0,Velocity,31,10,1,5,1,15,0,1,10,Lobby 2,Quarterfinals,,,,,Split_1
6.0,HLDC,30,7,7,6,7,9,5,8,1,Lobby 2,Quarterfinals,,,,,Split_1
7.0,CRAZYx3,28,5,0,3,11,12,3,11,1,Lobby 2,Quarterfinals,,,,,Split_1
8.0,TRJ,25,6,0,19,0,5,6,6,9,Lobby 2,Quarterfinals,,,,,Split_1
9.0,NoToDay,24,19,0,15,2,6,0,3,11,Lobby 2,Quarterfinals,,,,,Split_1
10.0,CHI,24,15,3,1,5,17,0,10,1,Lobby 2,Quarterfinals,,,,,Split_1
11.0,21cm,20,8,3,17,3,3,4,15,0,Lobby 2,Quarterfinals,,,,,Split_1
12.0,VIVIFY,18,16,0,12,0,7,4,4,5,Lobby 2,Quarterfinals,,,,,Split_1
13.0,Team KST,14,12,0,10,0,14,0,5,6,Lobby 2,Quarterfinals,,,,,Split_1
14.0,PRSTS,13,11,2,13,2,10,1,13,3,Lobby 2,Quarterfinals,,,,,Split_1
15.0,1515,10,20,0,4,5,20,0,17,0,Lobby 2,Quarterfinals,,,,,Split_1
16.0,Justthreeplayers,9,18,0,14,6,18,0,20,2,Lobby 2,Quarterfinals,,,,,Split_1
17.0,NoFear,9,14,1,11,2,16,3,14,0,Lobby 2,Quarterfinals,,,,,Split_1
18.0,2vodkas1beer,6,13,4,20,0,19,0,16,1,Lobby 2,Quarterfinals,,,,,Split_1
19.0,ExplosionFusion,6,17,0,7,1,8,0,18,0,Lobby 2,Quarterfinals,,,,,Split_1
20.0,megaharosh,6,9,1,16,0,11,0,9,0,Lobby 2,Quarterfinals,,,,,Split_1
1.0,1872,55,12,7,5,4,1,15,3,5,Lobby 3,Quarterfinals,,,,,Split_1
2.0,HNY,49,2,6,11,4,2,6,6,11,Lobby 3,Quarterfinals,,,,,Split_1
3.0,3FR,49,4,6,2,8,3,8,8,4,Lobby 3,Quarterfinals,,,,,Split_1
4.0,BFG,36,7,1,14,5,5,3,1,7,Lobby 3,Quarterfinals,,,,,Split_1
5.0,CHASE,36,3,6,1,9,15,0,14,0,Lobby 3,Quarterfinals,,,,,Split_1
6.0,NoHalo,33,1,15,15,0,11,1,16,3,Lobby 3,Quarterfinals,,,,,Split_1
7.0,Steamroller,24,18,0,3,8,4,2,11,1,Lobby 3,Quarterfinals,,,,,Split_1
8.0,SSD,19,16,0,9,1,19,0,2,7,Lobby 3,Quarterfinals,,,,,Split_1
9.0,LucendiGaming,17,14,3,10,3,8,5,17,1,Lobby 3,Quarterfinals,,,,,Split_1
10.0,Sip auf Hirn,16,15,3,4,6,20,0,15,0,Lobby 3,Quarterfinals,,,,,Split_1
11.0,WLS,16,20,0,20,1,9,5,4,3,Lobby 3,Quarterfinals,,,,,Split_1
12.0,4TH PARTY,16,9,0,7,2,13,3,5,1,Lobby 3,Quarterfinals,,,,,Split_1
13.0,CG,13,10,1,6,0,10,5,19,0,Lobby 3,Quarterfinals,,,,,Split_1
14.0,Table For Two,13,5,3,13,0,18,1,10,2,Lobby 3,Quarterfinals,,,,,Split_1
15.0,Little stitious,12,8,5,17,0,7,2,18,0,Lobby 3,Quarterfinals,,,,,Split_1
16.0,ZeroChance,11,6,0,19,1,6,1,13,2,Lobby 3,Quarterfinals,,,,,Split_1
17.0,playing for content,10,11,2,16,2,16,1,12,3,Lobby 3,Quarterfinals,,,,,Split_1
18.0,ORCL,7,19,0,12,2,17,0,9,2,Lobby 3,Quarterfinals,,,,,Split_1
19.0,Skulls,6,17,1,18,1,14,0,7,0,Lobby 3,Quarterfinals,,,,,Split_1
20.0,PepperX,4,13,0,8,0,12,0,20,0,Lobby 3,Quarterfinals,,,,,Split_1
1.0,HKE,47,2,8,5,10,2,3,7,1,Lobby 4,Quarterfinals,,,,,Split_1
2.0,ATK,42,8,5,18,0,8,6,1,15,Lobby 4,Quarterfinals,,,,,Split_1
3.0,Kryptic,35,17,3,1,10,10,4,12,3,Lobby 4,Quarterfinals,,,,,Split_1
4.0,backseat,34,5,2,4,3,13,3,4,11,Lobby 4,Quarterfinals,,,,,Split_1
5.0,HRV,30,7,0,16,6,14,3,3,10,Lobby 4,Quarterfinals,,,,,Split_1
6.0,BBG,30,18,0,2,6,3,3,11,4,Lobby 4,Quarterfinals,,,,,Split_1
7.0,ALKallbl,28,1,8,7,2,19,0,6,0,Lobby 4,Quarterfinals,,,,,Split_1
8.0,6bnt,27,10,4,3,3,5,7,20,0,Lobby 4,Quarterfinals,,,,,Split_1
9.0,NyanPasu,26,15,0,11,2,1,9,15,0,Lobby 4,Quarterfinals,,,,,Split_1
10.0,2Zoomers 1Boomer,24,3,1,9,2,7,4,14,4,Lobby 4,Quarterfinals,,,,,Split_1
11.0,SCTA,24,4,2,14,2,4,6,10,1,Lobby 4,Quarterfinals,,,,,Split_1
12.0,edit,20,6,8,15,3,12,4,16,0,Lobby 4,Quarterfinals,,,,,Split_1
13.0,BLANK,19,9,2,20,0,16,0,2,6,Lobby 4,Quarterfinals,,,,,Split_1
14.0,Are we in,15,12,2,17,2,11,3,5,2,Lobby 4,Quarterfinals,,,,,Split_1
15.0,KYKLOS,11,16,5,10,1,6,0,19,0,Lobby 4,Quarterfinals,,,,,Split_1
16.0,MantaX,8,11,1,8,2,20,0,9,0,Lobby 4,Quarterfinals,,,,,Split_1
17.0,60fps,5,19,0,12,2,18,0,8,0,Lobby 4,Quarterfinals,,,,,Split_1
18.0,NXB,5,20,0,13,0,9,1,13,0,Lobby 4,Quarterfinals,,,,,Split_1
19.0,CHOC,5,13,0,6,0,15,0,18,0,Lobby 4,Quarterfinals,,,,,Split_1
20.0,NeedONE,3,14,1,19,0,17,1,17,0,Lobby 4,Quarterfinals,,,,,Split_1
1.0,SJP2,90,2,9,1,14,9,2,10,7,Lobby 1,Semifinals,1.0,21.0,20.0,0.0,Split_1
2.0,TREX,73,1,7,2,6,12,5,11,0,Lobby 1,Semifinals,6.0,5.0,1.0,12.0,Split_1
3.0,SMS,55,4,7,5,9,13,5,14,2,Lobby 1,Semifinals,5.0,7.0,11.0,9.0,Split_1
4.0,SYND,49,8,1,10,3,8,5,3,10,Lobby 1,Semifinals,12.0,4.0,4.0,7.0,Split_1
5.0,ZBW,45,19,0,3,3,4,5,18,0,Lobby 1,Semifinals,2.0,2.0,2.0,5.0,Split_1
6.0,CRAZYx3,43,13,2,7,4,7,6,1,10,Lobby 1,Semifinals,11.0,0.0,13.0,0.0,Split_1
