,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 December 4, 2021 - 12:00 SGTWorld's Edge Dream Team TBD TBD","Round 1 Round 1 December 4, 2021 - 12:00 SGTWorld's Edge Dream Team TBD TBD","Round 2 Round 2 December 4, 2021 - 12:35 SGTWorld's Edge","Round 2 Round 2 December 4, 2021 - 12:35 SGTWorld's Edge","Round 3 Round 3 December 4, 2021 - 13:10 SGTWorld's Edge","Round 3 Round 3 December 4, 2021 - 13:10 SGTWorld's Edge","Round 4 Round 4 December 4, 2021 - 13:45 SGTWorld's Edge","Round 4 Round 4 December 4, 2021 - 13:45 SGTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,DREAM,76,112,1414,29,77,112,77,29,66
1,2.0,BOG,48,92,66,112,88,121,0,112,77
2,3.0,Job Seekers,41,45,44,63,66,54,88,54,77
3,4.0,OGL,37,102,11,37,22,37,66,37,55
4,5.0,Lowkey,26,54,33,102,33,45,55,111,33
5,6.0,Quentiam,25,82,44,82,33,160,22,45,77
6,7.0,X SPLITS,25,29,44,54,11,141,22,73,11
7,8.0,EVO.Supreme,20,160,0,92,33,29,66,160,0
8,9.0,SLA,19,37,33,151,0,73,0,63,22
9,10.0,Miss Click,15,141,33,45,44,151,0,151,0
10,11.0,AU Skyrise,14,121,0,73,44,111,0,82,33
11,12.0,HWG,12,151,0,121,11,131,66,131,11
12,13.0,LNW,12,73,22,111,0,82,11,102,11
13,14.0,FamBam Guild,9,63,0,131,0,102,0,92,11
14,15.0,Gremory,8,131,0,141,0,63,22,141,0
15,16.0,Freedom,6,111,11,160,0,92,0,121,11
