Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,KZN,65,1,11,2,7,2,8,4,4,Lobby 1
2.0,SLU,45,9,1,4,7,6,3,1,12,Lobby 1
3.0,BTH,38,16,3,6,0,1,18,12,1,Lobby 1
4.0,AIM,32,11,5,9,3,14,3,3,10,Lobby 1
5.0,PATETEX,30,10,1,1,8,19,0,7,4,Lobby 1
6.0,As Misera,29,17,4,5,4,3,9,15,0,Lobby 1
7.0,Team seven,28,2,10,11,5,11,0,13,1,Lobby 1
8.0,GDb,27,3,6,8,7,15,0,11,3,Lobby 1
9.0,BRZ,27,4,3,16,2,9,0,2,6,Lobby 1
10.0,BHT,23,5,1,3,2,8,0,6,4,Lobby 1
11.0,PoliShopu,18,7,1,12,2,7,2,5,2,Lobby 1
12.0,PVP,14,12,1,13,2,13,6,8,0,Lobby 1
13.0,DavillaCrew,12,14,0,7,3,4,0,17,0,Lobby 1
14.0,Morri Nem Vi,10,8,3,10,0,17,0,10,1,Lobby 1
15.0,BRATVA420Forever,9,19,2,15,0,18,1,9,3,Lobby 1
16.0,KDT - Amber,6,6,0,20,1,12,0,16,1,Lobby 1
17.0,Vingadores Team,6,18,0,18,0,5,2,18,0,Lobby 1
18.0,LostSoulsDreamer,4,15,0,14,0,10,0,19,0,Lobby 1
19.0,TRAGIIC BR,2,13,0,19,0,16,0,14,0,Lobby 1
20.0,NOKID E-SPORTS,0,20,0,17,0,20,0,20,0,Lobby 1
1.0,SST,91,1,20,1,15,1,14,7,3,Lobby 2
2.0,Love Egirls,37,4,4,11,5,11,6,3,8,Lobby 2
3.0,PRDX,31,14,0,3,5,12,0,1,5,Lobby 2
4.0,ElemenT,30,2,6,8,3,5,5,14,0,Lobby 2
5.0,Fluxo Team,27,5,2,4,6,7,1,10,4,Lobby 2
6.0,Sobek,26,17,0,6,2,9,4,2,6,Lobby 2
7.0,Seven,25,19,0,10,9,3,7,16,0,Lobby 2
8.0,SP,21,15,1,7,3,6,2,9,6,Lobby 2
9.0,LIONS,20,13,2,12,0,4,5,4,1,Lobby 2
10.0,Legión de monos,20,8,1,2,0,8,0,5,2,Lobby 2
11.0,ZGravityEsports,18,11,3,14,0,10,0,8,9,Lobby 2
12.0,OMEGA,16,9,0,18,0,2,4,13,0,Lobby 2
13.0,Online,14,3,4,13,1,16,0,11,0,Lobby 2
14.0,TCS,13,12,5,17,3,13,2,12,0,Lobby 2
15.0,LosÁlamosGaming,7,7,4,20,0,20,0,20,0,Lobby 2
16.0,Ainz oal gown,7,10,1,9,0,14,0,15,0,Lobby 2
17.0,Platinas Team,7,18,0,5,0,17,0,6,0,Lobby 2
18.0,ICEBERGS,4,6,0,16,0,15,0,20,0,Lobby 2
19.0,Los perro waton,1,16,0,15,0,18,0,20,0,Lobby 2
20.0,Tarapaca Gaming,0,20,0,20,0,20,0,20,0,Lobby 2
1.0,Slav Animals,59,17,0,1,8,2,9,1,9,Lobby 3
2.0,Duty calls,51,3,13,8,9,10,3,3,8,Lobby 3
3.0,ALFA WARRIORS,47,1,18,15,0,7,4,7,6,Lobby 3
4.0,MVP,46,2,10,6,7,6,5,5,5,Lobby 3
5.0,UltiMaTuM,38,5,4,3,7,3,8,14,0,Lobby 3
6.0,NO MERCY,30,8,3,2,7,12,6,13,1,Lobby 3
7.0,AGCL,26,19,1,10,0,1,8,9,1,Lobby 3
8.0,MonsTer Team,22,6,1,14,2,16,0,2,6,Lobby 3
9.0,OF,21,11,1,9,2,8,2,4,6,Lobby 3
10.0,Blagueur,20,12,0,11,3,9,2,6,8,Lobby 3
11.0,Lovely Venom,16,10,2,4,1,5,2,16,0,Lobby 3
12.0,Mystical,12,9,0,12,0,4,1,10,1,Lobby 3
13.0,Chimera,10,15,2,13,6,18,0,18,0,Lobby 3
14.0,NÃO sei,10,7,0,7,0,13,0,8,1,Lobby 3
15.0,CRUSHERS TEAM,8,4,1,17,0,11,1,19,0,Lobby 3
16.0,Voy a Hacer,7,13,0,5,1,19,0,15,0,Lobby 3
17.0,Solo Push,5,16,0,19,0,15,3,11,0,Lobby 3
18.0,Tharsis,3,18,0,16,0,14,0,12,1,Lobby 3
19.0,Squad Sombra,1,14,0,18,0,17,0,17,0,Lobby 3
20.0,ItzFiv5,0,20,0,20,0,20,0,20,0,Lobby 3
1.0,TK,69,8,4,6,2,1,21,1,13,Lobby 4
2.0,ZETTA,46,6,3,1,19,6,1,8,3,Lobby 4
3.0,KARMA K41,37,1,13,7,0,15,0,6,5,Lobby 4
4.0,USB,36,13,5,3,7,16,2,4,9,Lobby 4
5.0,Team wascka,35,5,10,4,4,10,5,10,3,Lobby 4
6.0,sFx,34,14,1,2,4,2,7,11,2,Lobby 4
7.0,Natural Killer,31,4,1,16,3,3,2,2,4,Lobby 4
8.0,ROCKETZ TEAM,27,2,9,19,0,7,3,9,1,Lobby 4
9.0,PiscoSour,24,16,1,10,4,5,3,5,6,Lobby 4
10.0,Os MIAU,18,9,0,5,1,13,0,3,3,Lobby 4
11.0,Olympians,14,3,4,12,2,17,0,20,0,Lobby 4
12.0,Thirsty For Kill,12,12,0,9,0,4,3,12,0,Lobby 4
13.0,zTeletubbiesTeam,8,10,0,11,3,12,0,15,0,Lobby 4
14.0,SussyBaka,8,7,0,8,1,11,0,14,0,Lobby 4
15.0,Nagga 5,6,18,0,15,1,14,2,13,0,Lobby 4
16.0,SEM ORG,6,19,1,17,0,9,0,7,0,Lobby 4
17.0,PTX,5,15,1,18,0,8,1,16,0,Lobby 4
18.0,Dynanik Team 1,2,20,0,13,1,18,0,17,0,Lobby 4
19.0,1crack2crack,2,11,0,14,0,19,0,20,0,Lobby 4
20.0,Bicentenario,0,17,0,20,0,20,0,20,0,Lobby 4
