Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,WING,69,8,8,3,15,1,11,20,2,5,6,10,0
2.0,ChadP,57,6,2,18,0,2,7,13,0,1,9,2,5
3.0,TPM,54,20,0,2,9,20,0,4,9,8,1,1,7
4.0,ASUR,49,12,0,1,7,13,3,12,1,2,3,4,6
5.0,SKSQ,46,11,3,4,2,6,6,6,0,9,6,3,8
6.0,POSKITINO,46,18,0,6,5,4,2,2,8,3,3,15,3
7.0,HVND,45,13,5,19,0,9,6,7,3,4,11,9,7
8.0,UNDD,40,1,11,8,3,14,0,15,0,13,1,7,5
9.0,AST,38,15,3,12,1,17,1,3,12,10,0,5,6
10.0,EX,33,19,0,11,4,15,4,5,8,6,6,13,1
11.0,HVNDS,33,2,7,13,0,8,7,10,1,7,0,11,0
12.0,DSR,27,3,1,15,0,11,0,1,4,16,0,14,0
13.0,Landry,23,5,6,7,1,7,2,11,0,17,3,17,0
14.0,EXAgents,22,4,1,5,3,19,0,8,3,15,3,16,0
15.0,AE,19,9,5,9,6,16,0,18,0,12,3,20,0
16.0,Yin & Yang,16,10,2,17,0,12,0,14,3,14,0,6,3
17.0,CONT,15,14,2,10,0,18,1,9,1,19,0,12,5
18.0,Devil's Rejects,14,16,0,20,0,3,5,16,2,20,0,18,0
19.0,ZLB,14,7,0,16,0,5,2,17,0,11,2,8,0
20.0,UNDOGS,9,17,0,14,2,10,2,19,0,18,0,19,2
