Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,RDM,88,1,23,3,5,5,8,2,14,16,2,15,3
2.0,TRP,70,17,1,4,5,1,18,1,8,14,6,11,1
3.0,BBB,60,4,5,15,0,15,1,4,8,1,11,6,8
4.0,FBOSS,59,2,5,2,6,6,2,17,0,3,1,3,10
5.0,MM,49,5,9,17,1,4,5,15,3,12,6,4,9
6.0,SHEESH,48,6,1,13,4,8,5,7,4,15,3,1,9
7.0,North,40,15,0,10,12,7,6,3,6,13,0,9,0
8.0,CDE,37,9,0,1,15,19,0,13,0,5,0,10,1
9.0,RL,37,19,0,5,2,10,0,14,0,4,8,2,6
10.0,iRL,35,7,0,11,3,17,0,10,1,2,13,7,0
11.0,Revenge,31,3,3,18,0,2,4,12,1,8,1,18,3
12.0,GP,22,8,4,7,1,9,5,11,0,7,0,14,0
13.0,CIMJ,21,10,0,14,3,13,0,9,0,6,2,5,3
14.0,ShameAssist,15,14,0,6,1,18,0,16,2,10,2,12,3
15.0,UORG,13,12,1,16,0,14,3,8,0,9,3,17,0
16.0,PÂTÉ,12,11,0,8,0,12,0,5,3,18,0,13,0
17.0,VHS,10,13,0,12,0,20,0,6,4,11,0,19,0
18.0,VOID,10,18,2,20,0,3,1,19,0,20,0,20,0
19.0,ZERO,5,20,0,9,0,16,0,18,0,17,0,8,1
20.0,OYO,4,16,0,19,0,11,3,20,0,19,0,16,0
