Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,OF,65,2,8,1,6,12,3,13,5,5,7,3,2,Lobby 1
2.0,KZN,65,9,1,3,6,2,3,2,4,1,11,15,0,Lobby 1
3.0,MonsTer Team,54,5,11,5,4,1,15,16,2,15,0,13,0,Lobby 1
4.0,Los Makias,52,14,1,4,1,3,1,1,7,18,0,2,8,Lobby 1
5.0,Duty calls,51,1,17,19,1,16,0,5,5,7,9,19,0,Lobby 1
6.0,Blagueur,46,13,4,8,9,4,9,11,6,14,1,10,5,Lobby 1
7.0,USB,46,3,3,12,1,20,1,9,1,10,0,1,16,Lobby 1
8.0,Love Egirls,38,12,0,2,16,15,0,12,3,9,4,14,0,Lobby 1
9.0,SLU,36,8,0,14,0,13,3,14,6,2,9,7,1,Lobby 1
10.0,AsheTeam,34,18,0,10,2,6,4,3,5,3,1,8,1,Lobby 1
11.0,As Misera,31,7,5,6,0,10,0,17,2,8,4,5,6,Lobby 1
12.0,Chimera,28,19,0,13,3,5,11,4,1,6,0,17,0,Lobby 1
13.0,AGCL,21,6,1,17,0,8,0,8,5,12,0,4,2,Lobby 1
14.0,BHT,18,4,5,11,0,7,0,18,0,11,2,12,0,Lobby 1
15.0,AIM,17,16,0,7,3,17,0,7,4,16,0,9,2,Lobby 1
16.0,PRDX,12,10,0,18,0,19,0,20,0,17,2,6,5,Lobby 1
17.0,Mystical,12,17,0,16,0,14,0,10,2,4,2,18,0,Lobby 1
18.0,Aposentados,9,11,1,20,0,9,4,15,0,20,0,20,0,Lobby 1
19.0,Slav Animals,9,15,0,15,2,18,0,19,0,13,0,11,3,Lobby 1
20.0,Morri Nem Vi,6,20,0,9,0,11,0,6,0,19,0,16,0,Lobby 1
