Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
8.0,NAT,23,6,4,8,4,8,3,5,1,Lobby 2,Quarterfinals,,,,,Split_2
9.0,LLGS,23,10,1,4,0,10,0,2,4,Lobby 2,Quarterfinals,,,,,Split_2
10.0,ALT,22,5,5,10,2,9,3,9,2,Lobby 2,Quarterfinals,,,,,Split_2
11.0,OC,17,11,0,6,2,3,3,11,0,Lobby 2,Quarterfinals,,,,,Split_2
12.0,VS,14,8,3,12,0,6,3,10,0,Lobby 2,Quarterfinals,,,,,Split_2
1.0,KWZ,52,11,0,2,11,2,15,9,5,Lobby 3,Quarterfinals,,,,,Split_2
2.0,N2H,41,8,0,8,3,1,9,3,6,Lobby 3,Quarterfinals,,,,,Split_2
3.0,NVS,35,2,3,3,3,9,3,5,4,Lobby 3,Quarterfinals,,,,,Split_2
4.0,AXIZ,35,6,5,4,2,7,1,1,4,Lobby 3,Quarterfinals,,,,,Split_2
5.0,HGC,33,7,0,1,6,4,1,6,3,Lobby 3,Quarterfinals,,,,,Split_2
6.0,TXG,30,1,11,9,3,11,0,12,0,Lobby 3,Quarterfinals,,,,,Split_2
7.0,ETOLS,29,5,3,11,0,5,2,2,6,Lobby 3,Quarterfinals,,,,,Split_2
8.0,N1A,23,9,5,6,2,10,3,7,3,Lobby 3,Quarterfinals,,,,,Split_2
9.0,GEKI,19,3,2,10,0,3,0,13,0,Lobby 3,Quarterfinals,,,,,Split_2
10.0,RGS,17,4,2,5,2,8,1,11,0,Lobby 3,Quarterfinals,,,,,Split_2
11.0,CRW,16,13,0,7,6,13,0,8,3,Lobby 3,Quarterfinals,,,,,Split_2
12.0,VEX,15,10,4,12,0,6,3,10,0,Lobby 3,Quarterfinals,,,,,Split_2
13.0,ScL,10,12,0,13,0,12,0,4,2,Lobby 3,Quarterfinals,,,,,Split_2
1.0,NES,65,7,3,1,13,4,6,1,11,Lobby 4,Quarterfinals,,,,,Split_2
2.0,VMJ,48,5,5,12,0,2,12,2,8,Lobby 4,Quarterfinals,,,,,Split_2
3.0,Trinity,38,1,2,7,1,1,4,6,1,Lobby 4,Quarterfinals,,,,,Split_2
4.0,RDNS,32,9,0,3,5,8,2,3,7,Lobby 4,Quarterfinals,,,,,Split_2
5.0,MIYAM,30,3,6,2,3,12,0,11,3,Lobby 4,Quarterfinals,,,,,Split_2
6.0,NT,26,2,5,6,0,9,0,8,5,Lobby 4,Quarterfinals,,,,,Split_2
7.0,KZG,21,4,3,13,0,3,1,5,0,Lobby 4,Quarterfinals,,,,,Split_2
8.0,STY,18,8,9,8,2,13,0,10,0,Lobby 4,Quarterfinals,,,,,Split_2
9.0,FAFAFA,18,10,0,5,6,10,2,9,0,Lobby 4,Quarterfinals,,,,,Split_2
10.0,NEMO,18,6,0,4,2,6,0,4,0,Lobby 4,Quarterfinals,,,,,Split_2
11.0,PGM,17,11,0,11,2,5,6,7,0,Lobby 4,Quarterfinals,,,,,Split_2
12.0,NLG,7,12,0,10,0,7,0,13,0,Lobby 4,Quarterfinals,,,,,Split_2
13.0,ART-G,6,13,0,9,1,11,0,12,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,2ND,87,13,0,1,12,1,12,5,7,Lobby 1,Semifinals,14.0,3.0,2.0,14.0,Split_2
2.0,LLGS,63,4,10,2,10,2,4,4,4,Lobby 1,Semifinals,20.0,1.0,6.0,3.0,Split_2
3.0,ALT,53,7,7,15,3,15,3,17,1,Lobby 1,Semifinals,1.0,22.0,17.0,0.0,Split_2
4.0,Oasis,43,14,0,10,2,3,2,1,10,Lobby 1,Semifinals,5.0,2.0,14.0,0.0,Split_2
5.0,SYTH,42,1,10,12,0,14,1,10,3,Lobby 1,Semifinals,11.0,0.0,3.0,4.0,Split_2
6.0,NAT,41,2,9,11,0,8,6,9,2,Lobby 1,Semifinals,7.0,2.0,9.0,3.0,Split_2
7.0,Zenith,40,11,0,3,4,4,5,7,8,Lobby 1,Semifinals,12.0,0.0,4.0,1.0,Split_2
8.0,AGND,38,15,0,9,1,5,2,12,3,Lobby 1,Semifinals,10.0,1.0,1.0,9.0,Split_2
9.0,O2,31,17,0,16,0,7,0,13,1,Lobby 1,Semifinals,3.0,10.0,5.0,5.0,Split_2
10.0,ICHC,31,16,1,6,1,13,3,3,2,Lobby 1,Semifinals,4.0,4.0,7.0,1.0,Split_2
11.0,WG,28,18,0,8,3,6,4,15,4,Lobby 1,Semifinals,9.0,0.0,12.0,8.0,Split_2
12.0,REVO,27,5,6,4,5,10,2,19,0,Lobby 1,Semifinals,17.0,3.0,19.0,0.0,Split_2
13.0,LFTSF,24,8,3,14,0,9,3,11,2,Lobby 1,Semifinals,15.0,2.0,8.0,5.0,Split_2
14.0,GEMI,23,19,3,17,1,18,2,2,5,Lobby 1,Semifinals,8.0,0.0,11.0,0.0,Split_2
15.0,Streamer,23,6,0,19,0,16,0,8,1,Lobby 1,Semifinals,2.0,3.0,10.0,3.0,Split_2
16.0,EGJP,21,3,2,18,3,11,2,20,0,Lobby 1,Semifinals,6.0,3.0,16.0,0.0,Split_2
17.0,EVA:E,17,10,5,13,3,17,2,14,3,Lobby 1,Semifinals,18.0,0.0,18.0,0.0,Split_2
18.0,HITBOX,14,20,0,5,4,12,3,16,0,Lobby 1,Semifinals,13.0,0.0,13.0,0.0,Split_2
19.0,DON,12,9,0,7,6,19,1,18,0,Lobby 1,Semifinals,19.0,0.0,20.0,0.0,Split_2
20.0,ORC,9,12,0,20,0,20,0,6,1,Lobby 1,Semifinals,16.0,0.0,15.0,3.0,Split_2
1.0,N1A,78,3,7,6,2,1,12,2,11,Lobby 2,Semifinals,6.0,7.0,10.0,3.0,Split_2
2.0,NES,65,12,4,3,18,16,2,15,2,Lobby 2,Semifinals,4.0,11.0,5.0,10.0,Split_2
3.0,RDNS,63,1,12,8,1,7,0,16,0,Lobby 2,Semifinals,2.0,10.0,3.0,7.0,Split_2
4.0,GEKI,51,9,1,4,6,2,11,20,0,Lobby 2,Semifinals,1.0,5.0,20.0,0.0,Split_2
5.0,VMJ,50,8,8,2,9,10,6,14,1,Lobby 2,Semifinals,14.0,3.0,9.0,6.0,Split_2
6.0,KZG,45,10,0,1,10,14,0,3,12,Lobby 2,Semifinals,17.0,0.0,11.0,0.0,Split_2
7.0,MIYAM,43,4,3,11,2,19,0,1,12,Lobby 2,Semifinals,12.0,5.0,12.0,1.0,Split_2
8.0,NVS,39,15,0,13,1,20,0,4,4,Lobby 2,Semifinals,7.0,3.0,1.0,9.0,Split_2
9.0,KWZ,36,16,9,19,0,9,9,5,2,Lobby 2,Semifinals,18.0,1.0,8.0,7.0,Split_2
10.0,N2H,34,7,6,20,1,5,2,8,3,Lobby 2,Semifinals,5.0,5.0,6.0,1.0,Split_2
11.0,HGC,32,6,4,7,1,15,4,9,7,Lobby 2,Semifinals,10.0,0.0,14.0,4.0,Split_2
12.0,AXIZ,23,5,2,12,0,4,2,13,2,Lobby 2,Semifinals,15.0,0.0,7.0,2.0,Split_2
13.0,RGS,22,18,0,15,0,17,0,7,0,Lobby 2,Semifinals,3.0,1.0,2.0,1.0,Split_2
14.0,NEMO,19,2,1,14,3,8,0,10,0,Lobby 2,Semifinals,16.0,0.0,13.0,0.0,Split_2
15.0,TXG,15,11,0,18,0,3,4,11,1,Lobby 2,Semifinals,13.0,0.0,18.0,0.0,Split_2
16.0,Trinity,13,20,0,17,0,13,1,6,0,Lobby 2,Semifinals,19.0,0.0,4.0,3.0,Split_2
17.0,ETOLS,12,13,0,5,0,6,1,19,0,Lobby 2,Semifinals,9.0,1.0,16.0,0.0,Split_2
18.0,FAFAFA,11,17,0,10,4,18,0,12,0,Lobby 2,Semifinals,20.0,0.0,15.0,3.0,Split_2
19.0,STY,10,19,1,16,0,12,0,18,0,Lobby 2,Semifinals,8.0,6.0,19.0,0.0,Split_2
20.0,NT,7,14,1,9,0,11,0,17,0,Lobby 2,Semifinals,11.0,1.0,17.0,0.0,Split_2
1.0,KWZ,128,13,7,3,18,5,7,1,17,Lobby 1,Finals,1.0,18.0,1.0,13.0,Split_2
2.0,N1A,84,1,11,4,3,1,6,6,3,Lobby 1,Finals,4.0,4.0,5.0,16.0,Split_2
3.0,LLGS,51,10,0,2,5,8,8,3,1,Lobby 1,Finals,10.0,1.0,2.0,5.0,Split_2
4.0,ICHC,46,6,5,8,5,4,3,19,3,Lobby 1,Finals,9.0,3.0,6.0,12.0,Split_2
5.0,NAT,45,2,5,6,4,11,1,17,0,Lobby 1,Finals,3.0,14.0,16.0,1.0,Split_2
6.0,AGND,44,17,0,1,7,10,0,4,2,Lobby 1,Finals,2.0,0.0,3.0,0.0,Split_2
7.0,SYTH,38,7,5,13,0,9,7,2,9,Lobby 1,Finals,14.0,0.0,13.0,0.0,Split_2
8.0,VMJ,35,18,0,5,0,13,0,10,12,Lobby 1,Finals,12.0,5.0,7.0,7.0,Split_2
9.0,NVS,30,5,1,12,0,6,3,8,0,Lobby 1,Finals,5.0,6.0,4.0,1.0,Split_2
10.0,GEKI,25,20,0,20,0,2,11,13,0,Lobby 1,Finals,13.0,1.0,10.0,0.0,Split_2
11.0,ALT,20,15,0,17,3,3,5,7,1,Lobby 1,Finals,20.0,0.0,17.0,0.0,Split_2
12.0,O2,19,8,6,7,2,7,0,18,0,Lobby 1,Finals,18.0,0.0,18.0,3.0,Split_2
13.0,MIYAM,17,4,3,9,3,17,0,11,3,Lobby 1,Finals,19.0,0.0,19.0,0.0,Split_2
14.0,Oasis,17,14,0,19,0,18,3,5,2,Lobby 1,Finals,8.0,4.0,11.0,0.0,Split_2
15.0,NES,14,12,2,10,7,14,0,16,0,Lobby 1,Finals,17.0,0.0,15.0,0.0,Split_2
16.0,RDNS,14,16,3,11,2,20,0,14,0,Lobby 1,Finals,7.0,1.0,8.0,1.0,Split_2
17.0,Zenith,13,9,1,15,0,19,0,9,2,Lobby 1,Finals,11.0,1.0,9.0,1.0,Split_2
18.0,N2H,13,3,3,14,0,16,1,20,0,Lobby 1,Finals,15.0,0.0,20.0,0.0,Split_2
19.0,KZG,10,11,3,18,0,12,2,15,1,Lobby 1,Finals,16.0,0.0,14.0,0.0,Split_2
20.0,2ND,9,19,0,16,0,15,0,12,0,Lobby 1,Finals,6.0,2.0,12.0,1.0,Split_2
1.0,VS,63,3,5,1,9,10,4,1,12,Lobby 1,Quarterfinals,,,,,Split_2
2.0,RDNS,43,4,4,3,8,2,8,8,0,Lobby 1,Quarterfinals,,,,,Split_2
3.0,LLGS,40,6,4,5,4,5,4,2,8,Lobby 1,Quarterfinals,,,,,Split_2
4.0,NVS,37,14,0,2,3,1,8,11,3,Lobby 1,Quarterfinals,,,,,Split_2
5.0,ICHC,36,1,9,6,6,8,1,7,0,Lobby 1,Quarterfinals,,,,,Split_2
6.0,OP,33,5,3,10,3,9,4,4,10,Lobby 1,Quarterfinals,,,,,Split_2
7.0,MIYAM,28,2,6,14,0,12,5,5,2,Lobby 1,Quarterfinals,,,,,Split_2
8.0,REVO,24,10,2,7,5,3,4,14,0,Lobby 1,Quarterfinals,,,,,Split_2
9.0,TU,18,9,1,15,0,6,2,3,2,Lobby 1,Quarterfinals,,,,,Split_2
10.0,KZG,13,8,2,4,2,11,0,15,0,Lobby 1,Quarterfinals,,,,,Split_2
11.0,Trinity,12,15,0,9,1,4,0,6,0,Lobby 1,Quarterfinals,,,,,Split_2
12.0,OC,11,12,2,13,2,14,0,9,2,Lobby 1,Quarterfinals,,,,,Split_2
13.0,EVL Curse,10,7,1,12,1,7,0,13,0,Lobby 1,Quarterfinals,,,,,Split_2
14.0,TVN,8,13,0,8,0,13,0,10,2,Lobby 1,Quarterfinals,,,,,Split_2
15.0,TMB,5,11,1,11,0,15,0,12,0,Lobby 1,Quarterfinals,,,,,Split_2
1.0,N1A,54,1,12,5,3,6,7,3,6,Lobby 2,Quarterfinals,,,,,Split_2
2.0,JDT,50,2,1,1,6,2,5,6,5,Lobby 2,Quarterfinals,,,,,Split_2
3.0,DON,45,7,1,6,3,1,6,1,5,Lobby 2,Quarterfinals,,,,,Split_2
4.0,DSG,37,11,3,3,12,11,5,10,6,Lobby 2,Quarterfinals,,,,,Split_2
5.0,Oasis,28,4,5,12,2,12,0,2,5,Lobby 2,Quarterfinals,,,,,Split_2
6.0,NAT,26,3,8,13,0,4,1,5,0,Lobby 2,Quarterfinals,,,,,Split_2
7.0,EGJP,22,10,1,2,7,9,0,14,0,Lobby 2,Quarterfinals,,,,,Split_2
8.0,VEX,20,8,3,11,1,5,2,4,2,Lobby 2,Quarterfinals,,,,,Split_2
9.0,ETOLS,20,14,0,4,2,3,3,9,0,Lobby 2,Quarterfinals,,,,,Split_2
10.0,HGC,16,6,0,14,0,10,1,7,6,Lobby 2,Quarterfinals,,,,,Split_2
11.0,EM,15,12,0,8,2,7,3,12,3,Lobby 2,Quarterfinals,,,,,Split_2
12.0,BMY,14,5,3,10,3,14,0,13,0,Lobby 2,Quarterfinals,,,,,Split_2
13.0,IGG,10,9,0,9,0,8,3,11,0,Lobby 2,Quarterfinals,,,,,Split_2
14.0,HET,8,13,0,7,1,13,0,8,0,Lobby 2,Quarterfinals,,,,,Split_2
1.0,O2,50,13,0,1,8,2,3,2,8,Lobby 3,Quarterfinals,,,,,Split_2
2.0,CRW,47,1,12,3,5,14,0,6,7,Lobby 3,Quarterfinals,,,,,Split_2
3.0,FAFAFA,42,4,6,9,0,1,16,15,0,Lobby 3,Quarterfinals,,,,,Split_2
4.0,SYTH,40,11,1,2,11,5,0,5,10,Lobby 3,Quarterfinals,,,,,Split_2
5.0,2ND,31,5,4,5,0,6,0,1,4,Lobby 3,Quarterfinals,,,,,Split_2
6.0,AXIZ,29,7,3,4,2,3,4,10,3,Lobby 3,Quarterfinals,,,,,Split_2
7.0,NES,25,6,8,7,4,13,3,11,2,Lobby 3,Quarterfinals,,,,,Split_2
8.0,BLV,25,3,3,6,0,4,4,8,1,Lobby 3,Quarterfinals,,,,,Split_2
9.0,ALJ,23,2,5,12,3,15,0,7,1,Lobby 3,Quarterfinals,,,,,Split_2
10.0,Zenith,20,15,0,10,3,9,7,12,4,Lobby 3,Quarterfinals,,,,,Split_2
11.0,BeastMode,18,14,0,8,2,11,3,3,2,Lobby 3,Quarterfinals,,,,,Split_2
12.0,EVA:E,11,10,1,13,0,7,3,13,0,Lobby 3,Quarterfinals,,,,,Split_2
13.0,TXG,11,8,0,14,1,10,0,4,0,Lobby 3,Quarterfinals,,,,,Split_2
14.0,DELL,7,9,0,15,0,8,1,14,0,Lobby 3,Quarterfinals,,,,,Split_2
15.0,WW,5,12,0,11,0,12,0,9,0,Lobby 3,Quarterfinals,,,,,Split_2
1.0,KWZ,63,10,6,1,6,9,7,1,16,Lobby 4,Quarterfinals,,,,,Split_2
2.0,STY,57,1,10,2,14,6,4,10,3,Lobby 4,Quarterfinals,,,,,Split_2
3.0,LFTSF,33,9,2,8,0,1,14,13,0,Lobby 4,Quarterfinals,,,,,Split_2
4.0,NEMO,32,6,0,4,0,2,3,2,3,Lobby 4,Quarterfinals,,,,,Split_2
5.0,NT,31,8,3,5,4,3,2,3,2,Lobby 4,Quarterfinals,,,,,Split_2
6.0,VMJ,30,3,8,9,6,12,0,11,5,Lobby 4,Quarterfinals,,,,,Split_2
7.0,GEMI,30,2,5,7,3,13,0,5,5,Lobby 4,Quarterfinals,,,,,Split_2
8.0,Streamer,24,5,1,3,1,7,2,4,1,Lobby 4,Quarterfinals,,,,,Split_2
9.0,N2H,21,12,0,6,6,5,6,12,0,Lobby 4,Quarterfinals,,,,,Split_2
10.0,AGND,15,7,1,11,0,4,1,7,1,Lobby 4,Quarterfinals,,,,,Split_2
11.0,NoK,14,4,3,13,0,11,0,8,2,Lobby 4,Quarterfinals,,,,,Split_2
12.0,VEOX,8,11,0,14,1,8,0,6,0,Lobby 4,Quarterfinals,,,,,Split_2
13.0,ALT,7,14,0,10,1,14,0,9,0,Lobby 4,Quarterfinals,,,,,Split_2
14.0,UGS,5,13,0,12,0,10,0,14,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,NVS,70,3,4,7,3,1,15,18,0,Lobby 1,Semifinals,12.0,3.0,1.0,10.0,Split_2
2.0,DSG,61,20,0,1,14,14,2,14,4,Lobby 1,Semifinals,11.0,2.0,3.0,17.0,Split_2
3.0,N1A,55,13,3,8,7,11,2,3,3,Lobby 1,Semifinals,1.0,15.0,10.0,0.0,Split_2
4.0,TU,50,7,5,9,0,7,2,1,9,Lobby 1,Semifinals,8.0,2.0,2.0,1.0,Split_2
5.0,VS,47,4,10,6,3,10,7,16,0,Lobby 1,Semifinals,3.0,4.0,13.0,5.0,Split_2
6.0,DON,40,1,11,11,2,8,5,12,0,Lobby 1,Semifinals,18.0,0.0,6.0,3.0,Split_2
7.0,NAT,40,15,1,4,7,15,0,5,3,Lobby 1,Semifinals,6.0,8.0,4.0,2.0,Split_2
8.0,OP,38,6,3,18,2,3,6,4,8,Lobby 1,Semifinals,14.0,2.0,14.0,0.0,Split_2
9.0,RDNS,38,12,4,13,0,5,4,2,9,Lobby 1,Semifinals,4.0,0.0,19.0,1.0,Split_2
10.0,JDT,36,8,1,3,4,6,2,11,0,Lobby 1,Semifinals,2.0,5.0,8.0,0.0,Split_2
11.0,MIYAM,34,11,5,12,0,2,3,9,1,Lobby 1,Semifinals,9.0,4.0,7.0,3.0,Split_2
12.0,Oasis,33,2,6,10,3,12,0,17,2,Lobby 1,Semifinals,7.0,2.0,15.0,4.0,Split_2
13.0,KZG,33,17,0,2,6,9,0,10,2,Lobby 1,Semifinals,10.0,1.0,5.0,5.0,Split_2
14.0,HGC,27,10,4,20,0,4,6,7,5,Lobby 1,Semifinals,13.0,1.0,17.0,0.0,Split_2
15.0,ETOLS,18,16,0,15,0,19,3,8,4,Lobby 1,Semifinals,5.0,3.0,11.0,0.0,Split_2
16.0,LLGS,17,9,3,5,6,18,0,15,0,Lobby 1,Semifinals,15.0,0.0,16.0,0.0,Split_2
17.0,EGJP,16,14,0,19,0,13,1,6,4,Lobby 1,Semifinals,17.0,6.0,20.0,0.0,Split_2
18.0,REVO,14,19,0,16,0,17,0,20,2,Lobby 1,Semifinals,19.0,1.0,9.0,9.0,Split_2
19.0,ICHC,7,5,1,14,0,20,0,13,0,Lobby 1,Semifinals,16.0,0.0,18.0,0.0,Split_2
20.0,VEX,5,18,0,17,0,16,0,19,4,Lobby 1,Semifinals,20.0,0.0,12.0,0.0,Split_2
1.0,KWZ,91,3,14,8,5,5,14,11,3,Lobby 2,Semifinals,2.0,6.0,1.0,14.0,Split_2
2.0,VMJ,68,2,12,2,7,14,8,12,7,Lobby 2,Semifinals,4.0,6.0,11.0,2.0,Split_2
3.0,2ND,67,1,6,13,0,11,0,4,7,Lobby 2,Semifinals,1.0,9.0,3.0,7.0,Split_2
4.0,NES,52,8,10,14,3,1,14,5,3,Lobby 2,Semifinals,19.0,0.0,8.0,1.0,Split_2
5.0,AXIZ,39,11,0,9,6,4,3,20,0,Lobby 2,Semifinals,5.0,2.0,2.0,7.0,Split_2
6.0,AGND,37,9,4,3,4,3,5,6,3,Lobby 2,Semifinals,17.0,0.0,14.0,1.0,Split_2
7.0,FAFAFA,37,15,0,10,4,2,7,16,0,Lobby 2,Semifinals,3.0,0.0,15.0,6.0,Split_2
8.0,NT,35,4,5,1,12,19,0,13,0,Lobby 2,Semifinals,18.0,0.0,17.0,0.0,Split_2
9.0,Zenith,34,14,0,7,2,8,4,1,9,Lobby 2,Semifinals,15.0,0.0,19.0,0.0,Split_2
10.0,ALJ,32,12,3,17,2,13,0,3,8,Lobby 2,Semifinals,6.0,3.0,6.0,1.0,Split_2
11.0,STY,32,13,0,18,0,15,0,2,6,Lobby 2,Semifinals,8.0,6.0,5.0,3.0,Split_2
12.0,LFTSF,25,16,1,4,6,16,0,14,3,Lobby 2,Semifinals,7.0,1.0,10.0,3.0,Split_2
13.0,GEMI,24,17,0,16,0,7,1,10,5,Lobby 2,Semifinals,20.0,0.0,7.0,10.0,Split_2
14.0,CRW,20,18,0,15,2,18,0,8,1,Lobby 2,Semifinals,9.0,12.0,16.0,0.0,Split_2
15.0,NEMO,19,5,0,5,1,9,0,7,1,Lobby 2,Semifinals,10.0,1.0,12.0,0.0,Split_2
16.0,BLV,17,19,0,6,4,10,0,15,0,Lobby 2,Semifinals,14.0,0.0,4.0,1.0,Split_2
17.0,O2,15,6,1,19,0,6,2,17,0,Lobby 2,Semifinals,11.0,0.0,9.0,3.0,Split_2
18.0,Streamer,11,7,2,11,0,12,0,9,0,Lobby 2,Semifinals,13.0,0.0,13.0,0.0,Split_2
19.0,N2H,8,20,0,12,1,17,0,19,0,Lobby 2,Semifinals,16.0,6.0,18.0,0.0,Split_2
20.0,SYTH,6,10,0,20,0,20,0,18,0,Lobby 2,Semifinals,12.0,2.0,20.0,1.0,Split_2
1.0,KWZ,99,1,23,1,20,3,6,13,6,Lobby 1,Finals,12.0,3.0,6.0,5.0,Split_2
2.0,VMJ,84,8,6,2,9,9,5,7,3,Lobby 1,Finals,4.0,17.0,1.0,11.0,Split_2
3.0,OP,47,18,0,8,0,2,6,1,10,Lobby 1,Finals,5.0,1.0,7.0,0.0,Split_2
4.0,JDT,40,4,2,18,0,11,0,10,3,Lobby 1,Finals,2.0,4.0,3.0,7.0,Split_2
5.0,VS,37,2,7,4,1,10,2,19,1,Lobby 1,Finals,13.0,2.0,5.0,3.0,Split_2
6.0,N1A,35,13,0,14,3,7,11,8,6,Lobby 1,Finals,8.0,6.0,17.0,0.0,Split_2
7.0,NES,35,17,0,19,0,5,3,6,7,Lobby 1,Finals,10.0,1.0,10.0,13.0,Split_2
8.0,2ND,35,10,2,11,0,1,9,17,0,Lobby 1,Finals,3.0,1.0,18.0,1.0,Split_2
9.0,TU,34,9,1,6,0,20,0,9,2,Lobby 1,Finals,1.0,11.0,11.0,0.0,Split_2
10.0,NAT,30,16,1,12,1,6,5,4,5,Lobby 1,Finals,15.0,0.0,9.0,6.0,Split_2
11.0,NT,28,11,0,3,8,15,0,14,2,Lobby 1,Finals,16.0,0.0,4.0,3.0,Split_2
12.0,DON,25,7,2,13,4,14,2,3,2,Lobby 1,Finals,9.0,0.0,13.0,0.0,Split_2
13.0,STY,22,15,3,17,0,8,4,5,4,Lobby 1,Finals,18.0,2.0,8.0,0.0,Split_2
14.0,FAFAFA,20,5,4,20,0,4,3,16,0,Lobby 1,Finals,6.0,1.0,16.0,0.0,Split_2
15.0,AGND,20,19,1,7,1,18,0,2,5,Lobby 1,Finals,14.0,0.0,20.0,0.0,Split_2
16.0,NVS,20,3,0,10,1,12,3,11,0,Lobby 1,Finals,7.0,1.0,14.0,0.0,Split_2
17.0,Zenith,17,12,0,15,1,19,0,20,0,Lobby 1,Finals,20.0,0.0,2.0,5.0,Split_2
18.0,AXIZ,16,6,3,9,0,17,0,18,0,Lobby 1,Finals,19.0,3.0,12.0,4.0,Split_2
19.0,DSG,15,20,0,16,4,16,1,15,0,Lobby 1,Finals,11.0,7.0,15.0,0.0,Split_2
20.0,RDNS,13,14,2,5,3,13,0,12,1,Lobby 1,Finals,17.0,0.0,19.0,0.0,Split_2
