,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 24, 2021 - 17:00 BSTWorld's Edge Three Friends Space Pigeons Yes","Round 1 Round 1 October 24, 2021 - 17:00 BSTWorld's Edge Three Friends Space Pigeons Yes","Round 2 Round 2 October 24, 2021 - 17:30 BSTWorld's Edge NoHalo CRAZYx3 BearClaw Gaming","Round 2 Round 2 October 24, 2021 - 17:30 BSTWorld's Edge NoHalo CRAZYx3 BearClaw Gaming","Round 3 Round 3 October 24, 2021 - 18:00 BSTWorld's Edge Team Zeta BearClaw Gaming SeComportaYa","Round 3 Round 3 October 24, 2021 - 18:00 BSTWorld's Edge Team Zeta BearClaw Gaming SeComportaYa","Round 4 Round 4 October 24, 2021 - 18:30 BSTWorld's Edge Spacegliders Three Friends Team Zeta","Round 4 Round 4 October 24, 2021 - 18:30 BSTWorld's Edge Spacegliders Three Friends Team Zeta","Round 5 Round 5 October 24, 2021 - 19:00 BSTWorld's Edge T-Rex SeComportaYa CRAZYx3","Round 5 Round 5 October 24, 2021 - 19:00 BSTWorld's Edge T-Rex SeComportaYa CRAZYx3","Round 6 Round 6 October 24, 2021 - 19:30 BSTWorld's Edge BearClaw Gaming Steamroller T-Rex","Round 6 Round 6 October 24, 2021 - 19:30 BSTWorld's Edge BearClaw Gaming Steamroller T-Rex"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,BCG,69,11,3,3,8,2,7,11,3,8,5,1,11
1,2.0,3FR,57,1,14,18,0,8,4,2,10,6,1,15,1
2,3.0,NoHalo,52,10,4,1,13,7,11,12,2,12,1,8,0
3,4.0,CRAZYx3,52,15,1,2,8,5,4,4,2,3,11,18,0
4,5.0,Zeta,47,6,4,5,2,1,11,3,1,16,3,19,0
5,6.0,TREX,45,9,2,8,1,17,1,5,2,1,9,3,3
6,7.0,1872,44,13,4,7,11,9,2,13,3,9,10,12,4
7,8.0,SPPI,36,2,1,4,3,4,4,20,0,7,3,9,1
8,9.0,WLS,34,12,2,13,3,14,3,7,11,20,0,11,8
9,10.0,SCTA,34,18,0,12,1,3,7,16,0,2,5,7,1
10,11.0,GOD,33,17,3,15,0,19,0,6,10,4,8,10,1
11,12.0,Steamroller,33,16,1,6,2,6,6,19,0,18,0,2,9
12,13.0,Spacegliders,33,8,0,10,4,13,0,1,8,5,0,17,0
13,14.0,Yes,27,3,2,19,0,10,0,18,0,11,0,6,12
14,15.0,Moanerz EU,21,7,7,14,0,16,0,9,2,17,0,13,5
15,16.0,Kissyourhomies,18,4,2,9,2,12,1,10,0,14,0,16,2
16,17.0,6bnt,17,14,1,17,0,15,0,8,3,10,2,4,0
17,18.0,UTFT,15,5,7,20,0,11,0,14,0,15,0,14,0
18,19.0,weeboys,8,20,0,11,0,18,0,17,0,19,1,5,2
19,20.0,GetAimAssisted,5,19,0,16,2,20,0,15,1,13,0,20,0
