Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BAD,70,1,12,2,9,1,9,8,5
2.0,CLX,58,2,16,10,3,18,0,1,16
3.0,LMX,40,7,0,1,10,6,9,17,3
4.0,Monsters Inc.,36,12,2,4,7,3,10,15,3
5.0,UNDD,35,8,4,13,0,2,5,2,5
6.0,UNL,27,11,2,3,5,12,8,11,2
7.0,Chosen Legacy,20,5,4,6,6,14,0,9,0
8.0,Meow Syndicate,19,17,0,7,5,5,3,14,3
9.0,LKM,19,4,3,5,2,9,1,13,1
10.0,T-State,18,10,6,16,1,8,1,4,1
11.0,L1FT,18,3,2,14,0,13,0,6,4
12.0,Vandals,18,14,0,9,2,4,2,5,2
13.0,Global,14,6,0,8,4,17,0,7,2
14.0,IFE,13,9,3,19,0,7,0,10,3
15.0,Manifest,11,19,0,17,0,15,1,3,2
16.0,LacklusterTalent,6,13,0,12,0,16,3,12,0
17.0,The Pickups,3,16,0,15,0,11,1,16,0
18.0,Sauce Packets,3,18,0,11,0,10,0,18,0
19.0,Kox Gaming,1,15,0,18,0,19,0,19,0
20.0,Handsome Fellas,0,20,0,20,0,20,0,20,0
