Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BW,54,1,23,7,3,7,10,18,0
2.0,O TAMA,48,20,0,3,10,1,14,12,4
3.0,YouLikeThatMate?,42,2,5,1,10,8,0,15,3
4.0,2B1C,36,11,0,2,7,6,2,8,12
5.0,Strive,34,18,0,9,3,10,5,1,10
6.0,Point Theft,33,8,3,5,3,2,12,17,0
7.0,AST,33,10,8,4,2,13,0,2,6
8.0,The Big 3,27,5,6,6,8,11,3,10,0
9.0,Team Name,26,3,2,10,5,4,0,6,2
10.0,Specter,15,9,2,18,0,14,0,3,3
11.0,quest gaming,14,7,0,12,0,9,1,4,2
12.0,BDC,14,14,0,8,0,3,2,9,0
13.0,EXAgents,10,15,1,14,1,15,1,5,0
14.0,The Semi Pros,9,19,0,11,3,16,0,7,2
15.0,No Rolla Gang,9,6,1,17,0,12,0,11,3
16.0,BYE,9,16,0,13,1,5,2,14,0
17.0,TEAM Workaholics,8,4,2,20,0,17,0,13,0
18.0,Yubari Kings,4,12,3,16,0,18,0,16,0
19.0,Team Prodigy,2,17,1,15,0,20,0,20,0
20.0,UBC Blue,1,13,0,19,0,19,0,19,0
