Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SMP,96,1,9,4,9,1,12,1,25
2.0,JOYBOYS,41,4,8,8,9,2,5,6,0
3.0,MTY,37,2,8,16,0,11,7,3,5
4.0,Lonely Fans,34,14,3,1,11,8,4,12,0
5.0,Plimbo,31,11,5,7,2,3,4,5,5
6.0,NEAN,29,18,0,11,1,7,4,2,11
7.0,BQB,25,7,1,6,7,5,3,11,3
8.0,2 Zoomers1boomer,23,15,2,3,4,6,1,8,3
9.0,NightMare Red,21,8,1,2,5,14,0,7,0
10.0,LNT,17,5,3,5,1,12,4,19,0
11.0,MXGamers,16,12,3,19,1,4,4,10,0
12.0,ROT,14,10,7,10,0,9,0,14,0
13.0,TAG NA,14,16,1,9,1,15,0,4,4
14.0,SLS,14,3,4,14,0,16,1,15,0
15.0,Not Last,6,9,0,15,0,13,2,18,0
16.0,OSU Esports,6,6,0,13,0,17,0,9,0
17.0,Fallen Legacy,5,13,0,12,0,10,1,16,0
18.0,The leftovers,2,19,0,17,0,18,1,13,0
19.0,RIDE THE FURY,0,17,0,18,0,19,0,17,0
20.0,UglyBoys,0,20,0,20,0,20,0,20,0
