Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,RCO,60,3,2,1,10,3,3,1,7
2.0,SJP,49,4,5,6,7,1,10,5,3
3.0,NBL,40,12,0,5,6,2,13,8,5
4.0,MOAN,38,2,11,10,2,8,7,6,2
5.0,GNR,32,5,7,20,0,4,8,12,7
6.0,Hooiya,32,1,15,17,0,14,0,9,2
7.0,1 vs Lobby,25,18,1,3,1,6,4,4,4
8.0,Evil Eye,21,9,0,2,6,9,1,13,0
9.0,Sussy Bakas,20,20,0,18,0,7,3,2,5
10.0,CPR Certified,20,15,0,4,2,15,0,3,4
11.0,SJN,18,13,6,8,7,19,1,17,1
12.0,TGJ,14,11,1,9,5,17,3,15,1
13.0,Coconut Island,13,16,0,12,0,16,4,10,6
14.0,Hardstuck10k,13,6,1,7,6,20,0,19,0
15.0,LZR,12,7,3,13,1,10,0,11,1
16.0,SSW,11,10,0,15,0,5,0,14,3
17.0,High Dexterity,9,17,3,14,2,13,2,18,0
18.0,ZooWeeMama,7,19,3,16,0,12,1,16,2
19.0,UORG,7,14,1,11,0,11,0,7,0
20.0,TTV Squad,2,8,0,19,0,18,0,20,0
