,0,1,2,3
0,Standings,,,
1,Team,Total,Round 1,
2,1.,SXG,107,107
3,2.,AGLY,39,39
4,3.,SBD,36,36
5,4.,StepBros,35,35
6,5.,gibbyhands,33,33
7,6.,Team Sanitizer,29,29
8,7.,CGG,23,23
9,8.,Apex Quarentine,18,18
10,9.,Bloodline,12,12
11,10.,Club Penguin,11,11
12,11.,Oasis,11,11
13,12.,DRAINERS,10,10
14,13.,SJ Esports,9,9
15,14.,Christian Lads,8,8
16,15.,Ethereal League,5,5
