,0,1,2,3
0,Standings,,,
1,Team,Total,Round 1,
2,1.,2B1C,87,87
3,2.,pub stars,68,68
4,3.,WASH,39,39
5,4.,LNT,31,31
6,5.,Yess,29,29
7,6.,Tater,20,20
8,7.,TheCerealKillers,16,16
9,8.,ForcesGG,15,15
10,9.,UnderWorldGaming,13,13
11,10.,RLP,12,12
12,11.,Akedos Gaming,11,11
13,12.,Fuego,10,10
14,13.,Night Raid,9,9
15,14.,Pride Stark,8,8
