Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,SXG,61,8,6,7,8,17,3,4,5,1,12,5,1,Lobby 1
2.0,O TAMA,59,12,2,15,0,3,7,2,4,6,4,1,9,Lobby 1
3.0,NBL,59,19,0,1,7,2,6,3,3,12,1,2,4,Lobby 1
4.0,DUMPERS,57,6,11,2,5,14,6,17,0,17,0,6,19,Lobby 1
5.0,SHEESH,48,3,5,9,0,13,0,1,14,5,0,17,3,Lobby 1
6.0,BP,47,7,3,14,2,1,12,12,0,18,0,3,6,Lobby 1
7.0,BW,46,2,8,6,2,10,1,18,1,2,11,16,0,Lobby 1
8.0,CPR Certified,43,14,0,5,8,5,3,14,1,3,3,4,6,Lobby 1
9.0,CLX,33,16,0,4,6,8,4,6,10,7,0,20,0,Lobby 1
10.0,SMP,31,11,2,13,0,7,3,5,10,11,1,10,3,Lobby 1
11.0,Never Lucky,28,5,4,3,9,19,1,7,0,19,0,19,0,Lobby 1
12.0,BAD,22,13,8,12,3,12,3,11,1,9,0,13,0,Lobby 1
13.0,TSS,22,10,2,19,0,6,1,19,0,13,7,15,5,Lobby 1
14.0,JOYBOYS,22,1,4,18,0,15,0,10,0,20,1,9,0,Lobby 1
15.0,MOAN,21,4,0,17,0,18,0,8,1,4,7,11,0,Lobby 1
16.0,RT,20,9,0,8,3,9,0,16,5,14,2,14,2,Lobby 1
17.0,SUP,17,18,2,16,0,4,1,13,1,15,2,7,1,Lobby 1
18.0,LF,15,17,0,11,1,11,3,9,4,10,1,18,0,Lobby 1
19.0,CC,10,15,0,20,0,20,0,15,0,8,5,12,0,Lobby 1
20.0,FNG NEW ERA,5,20,0,10,1,16,0,20,0,16,0,8,0,Lobby 1
