Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,pub stars,86,18,0,1,17,3,17,1,21
2.0,MOAN,39,2,9,3,4,7,1,8,4
3.0,The Semi Pros,35,8,4,7,7,1,7,17,0
4.0,LM,34,13,9,2,8,17,0,6,4
5.0,RT,33,3,11,5,0,10,6,11,2
6.0,Shadow Point,30,12,0,12,0,2,8,3,4
7.0,Hardstuck10k,29,4,6,11,2,4,5,13,4
8.0,LNT,25,1,3,9,4,16,3,15,0
9.0,SXG,22,5,4,10,5,15,0,9,4
10.0,zyn,19,9,3,4,4,14,0,14,3
11.0,TAT,19,11,3,15,3,6,1,4,2
12.0,WPH,18,17,0,18,0,12,4,2,4
13.0,Buds and Beer,14,10,2,6,0,5,2,12,0
14.0,Deathbox Hunters,13,6,0,8,0,9,0,10,4
15.0,Swanky Boys,12,7,1,13,0,8,1,7,1
16.0,Inglorious,6,20,0,14,0,11,0,5,0
17.0,Madhattergaming,3,19,0,16,0,13,2,16,0
18.0,Phantom Troupe,3,14,0,19,0,18,0,18,2
19.0,Melon Hogs,1,16,1,17,0,19,0,19,0
20.0,Bloodline,1,15,0,20,0,20,0,20,0
