Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Console Crutch,57,13,3,1,14,2,13,6,2
2.0,CPR Certified,54,1,10,3,3,7,5,3,7
3.0,Zoo Pals,38,8,2,2,14,15,3,15,6
4.0,SHEESH,38,2,7,19,1,17,0,1,9
5.0,WASH,35,4,5,4,13,18,3,9,2
6.0,Wonderboys,34,7,5,7,1,1,6,8,2
7.0,Point Theft,28,9,3,15,0,3,2,2,4
8.0,Unsigned Talent,27,3,5,12,0,6,6,7,2
9.0,Movement Temple,23,15,0,8,3,5,5,5,4
10.0,AM,21,18,5,11,0,12,5,4,4
11.0,ING,15,14,0,10,2,10,1,12,6
12.0,ZooWeeMama,14,12,4,5,4,19,1,18,0
13.0,Laggy 'n Rollers,12,16,0,6,4,16,3,10,0
14.0,NSO,9,6,2,17,0,11,2,13,0
15.0,2R1M,8,10,0,14,0,14,0,11,3
16.0,Pepes Silvia,8,20,0,18,1,4,2,17,0
17.0,LadyandTheTramps,8,5,2,16,0,9,0,19,0
18.0,Mexican Demons,7,11,0,9,0,8,1,14,0
19.0,purple stingrays,4,19,0,13,1,13,1,20,0
20.0,Matchments,3,17,0,20,0,20,0,16,3
