Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BAD,53,2,9,3,9,7,12,15,3
2.0,SUP,50,1,11,4,11,11,6,12,3
3.0,Dark Matter,40,4,6,1,6,3,4,16,0
4.0,Young Prodigies,38,10,4,2,5,6,4,4,6
5.0,LM,34,18,0,12,3,10,2,1,14
6.0,OA,30,12,1,7,2,1,11,17,0
7.0,JOYBOYS,24,8,0,5,4,8,4,6,5
8.0,BQB,23,5,7,20,0,2,2,11,0
9.0,Kings of Chaos,22,14,1,8,6,16,4,3,1
10.0,ForcesGG,22,6,0,14,0,9,1,2,6
11.0,TorontoMans,21,7,5,6,2,17,0,5,4
12.0,xD,20,11,5,11,4,12,4,13,3
13.0,Chosen Legacy,13,3,5,13,0,20,0,18,0
14.0,TGJ,13,9,0,10,0,5,3,10,0
15.0,Beyond Legendz,12,19,0,19,0,15,2,7,6
16.0,Hooiya,9,17,0,9,1,13,0,9,3
17.0,No Rolla Gang,7,16,0,15,2,19,0,14,3
18.0,Team Name,6,13,0,17,0,4,0,20,0
19.0,Just Having Fun,3,20,0,16,0,14,0,8,0
20.0,Soli Deo Gloria,2,15,1,18,0,18,0,19,0
