Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,NBL,80,1,10,3,5,1,8,2,17
2.0,SLS,43,3,7,1,11,12,1,14,3
3.0,Sea Of Thieves,41,6,4,9,1,5,9,1,6
4.0,UNL,32,4,5,7,9,11,3,10,4
5.0,Tijuana Piranas,32,5,8,12,0,3,6,5,2
6.0,BP,27,7,6,6,11,16,4,18,0
7.0,CC,20,15,5,11,0,9,1,7,7
8.0,Rt66 Bandits,20,12,0,2,8,14,0,12,0
9.0,DoubleD'sAndNick,19,9,0,5,0,4,2,8,4
10.0,SickerThanYoAvg,18,20,1,15,4,10,5,4,0
11.0,Were Just Better,17,14,0,8,0,2,2,17,3
12.0,OutofPocketGamer,15,8,1,14,2,7,6,20,0
13.0,Packet Loss,15,2,2,10,0,17,0,9,0
14.0,ChayKayJay,14,10,2,4,3,13,0,11,0
15.0,Coconut Island,12,17,0,17,0,18,1,3,4
16.0,Titanes,11,16,2,19,0,15,0,6,5
17.0,NotoriousDreams,5,11,0,16,0,8,2,19,0
18.0,StepBros,5,18,0,18,0,6,0,15,1
19.0,En corto Garmers,3,19,0,13,0,19,1,13,0
20.0,OrgSignUs,1,13,0,20,0,20,0,16,0
