Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,N1A,75,112,1111,37,99,37,22,112,1515,Lobby 1,Round_1,,,,
2.0,Zenith,50,45,44,29,33,112,1515,92,0,Lobby 1,Round_1,,,,
3.0,We Can Do it,33,29,77,73,22,111,0,37,44,Lobby 1,Round_1,,,,
4.0,YaBaL,31,73,0,45,44,29,11,45,44,Lobby 1,Round_1,,,,
5.0,C-VA KAG,29,63,0,54,55,54,11,29,33,Lobby 1,Round_1,,,,
6.0,APEX反省会,23,37,33,63,0,45,33,82,0,Lobby 1,Round_1,,,,
7.0,LLGS,21,82,0,112,33,92,0,102,0,Lobby 1,Round_1,,,,
8.0,BB,19,54,33,92,33,102,44,111,0,Lobby 1,Round_1,,,,
9.0,Crest,18,111,0,102,11,82,33,73,66,Lobby 1,Round_1,,,,
10.0,Serpens,15,102,33,111,0,73,33,63,0,Lobby 1,Round_1,,,,
11.0,Monkey,12,92,0,82,0,63,11,54,0,Lobby 1,Round_1,,,,
1.0,0_Reverse,57,29,88,82,33,112,1010,37,66,Lobby 2,Round_1,,,,
2.0,Numa,47,37,55,37,55,37,99,63,44,Lobby 2,Round_1,,,,
3.0,3DONE,43,112,1010,45,33,29,33,111,0,Lobby 2,Round_1,,,,
4.0,RDNS,38,82,33,29,55,45,44,54,66,Lobby 2,Round_1,,,,
5.0,RAVENS,32,111,33,54,1010,102,0,29,33,Lobby 2,Round_1,,,,
6.0,LandMarkGondola,32,63,22,63,33,92,0,112,77,Lobby 2,Round_1,,,,
7.0,ScL,27,54,22,112,33,63,0,73,0,Lobby 2,Round_1,,,,
8.0,WYV,21,45,22,92,0,73,11,45,33,Lobby 2,Round_1,,,,
9.0,Risus,11,121,0,111,0,54,33,92,0,Lobby 2,Round_1,,,,
10.0,Eclat,8,92,0,73,0,111,0,102,0,Lobby 2,Round_1,,,,
11.0,cEX,8,102,0,102,0,82,0,82,0,Lobby 2,Round_1,,,,
12.0,Level UP,4,73,0,121,0,200,0,200,0,Lobby 2,Round_1,,,,
1.0,shes,59,29,55,112,66,112,44,45,66,Lobby 3,Round_1,,,,
2.0,EGJP,57,37,1212,102,0,73,1313,112,88,Lobby 3,Round_1,,,,
3.0,ICHC,48,112,22,29,77,92,0,29,77,Lobby 3,Round_1,,,,
4.0,Trick or Treat,27,82,0,54,33,29,55,54,0,Lobby 3,Round_1,,,,
5.0,BlackGorillaN,25,45,44,63,66,54,11,102,0,Lobby 3,Round_1,,,,
6.0,We Need Team,19,111,22,111,11,102,0,37,55,Lobby 3,Round_1,,,,
7.0,ARK5,18,102,33,73,22,37,0,111,0,Lobby 3,Round_1,,,,
8.0,Scarlet Fox,17,92,0,45,33,82,0,82,33,Lobby 3,Round_1,,,,
9.0,Fujii Gaming,17,63,0,82,11,45,22,92,22,Lobby 3,Round_1,,,,
10.0,GENIUS,17,54,11,92,11,63,33,73,0,Lobby 3,Round_1,,,,
11.0,KaisenDONDON,15,73,0,37,0,111,0,63,11,Lobby 3,Round_1,,,,
1.0,STYLE,62,112,1414,112,1111,54,44,102,33,Lobby 4,Round_1,,,,
2.0,SyS,37,29,33,37,0,29,44,73,22,Lobby 4,Round_1,,,,
3.0,JDT,32,102,11,29,77,37,44,92,0,Lobby 4,Round_1,,,,
4.0,REAH,32,92,0,63,11,45,0,112,99,Lobby 4,Round_1,,,,
5.0,NegiNuki,30,111,0,102,0,112,1313,111,11,Lobby 4,Round_1,,,,
6.0,OC,27,37,33,73,55,102,0,45,22,Lobby 4,Round_1,,,,
7.0,BEXT,25,45,55,82,22,82,11,82,66,Lobby 4,Round_1,,,,
8.0,Fortuna,23,54,11,45,0,111,0,29,33,Lobby 4,Round_1,,,,
9.0,NoK,20,200,0,92,0,73,0,37,88,Lobby 4,Round_1,,,,
10.0,ORC,17,63,0,54,22,63,11,54,0,Lobby 4,Round_1,,,,
11.0,Farley,11,82,0,111,0,92,33,63,0,Lobby 4,Round_1,,,,
1.0,YaBaL,68,1,10,19,0,1,6,1,10,Lobby 1,Semifinals,6.0,0.0,7.0,0.0
2.0,N1A,61,4,12,1,8,3,7,11,0,Lobby 1,Semifinals,17.0,3.0,4.0,1.0
3.0,0_Reverse,60,19,0,4,8,11,0,4,6,Lobby 1,Semifinals,1.0,14.0,5.0,5.0
4.0,3DONE,54,16,2,7,1,10,4,14,0,Lobby 1,Semifinals,3.0,6.0,1.0,16.0
5.0,BB,47,9,4,14,3,2,19,7,3,Lobby 1,Semifinals,16.0,3.0,17.0,0.0
6.0,Numa,47,13,1,2,8,9,2,6,2,Lobby 1,Semifinals,10.0,3.0,3.0,7.0
7.0,RAVENS,43,7,6,17,1,15,3,5,15,Lobby 1,Semifinals,13.0,3.0,8.0,4.0
8.0,Eclat,40,2,3,6,0,5,5,8,0,Lobby 1,Semifinals,5.0,2.0,6.0,5.0
9.0,Zenith,40,5,3,9,0,8,3,3,3,Lobby 1,Semifinals,2.0,3.0,11.0,3.0
10.0,We Can Do it,37,18,3,11,4,16,1,2,6,Lobby 1,Semifinals,14.0,0.0,2.0,3.0
11.0,Crest,31,20,0,5,6,18,0,19,3,Lobby 1,Semifinals,8.0,9.0,9.0,5.0
12.0,APEX反省会,29,10,1,15,5,5,5,18,1,Lobby 1,Semifinals,9.0,2.0,15.0,5.0
13.0,ScL,27,6,1,13,3,7,5,12,1,Lobby 1,Semifinals,4.0,3.0,14.0,0.0
14.0,C-VA KAG,20,3,5,16,4,20,0,13,0,Lobby 1,Semifinals,15.0,0.0,10.0,0.0
15.0,LLGS,16,11,2,18,0,6,2,10,3,Lobby 1,Semifinals,12.0,0.0,13.0,1.0
16.0,WYV,15,15,1,3,5,14,0,20,0,Lobby 1,Semifinals,18.0,0.0,16.0,0.0
17.0,LandMarkGondola,10,8,0,8,1,13,0,17,3,Lobby 1,Semifinals,20.0,0.0,20.0,1.0
18.0,Risus,8,17,0,20,0,17,0,15,0,Lobby 1,Semifinals,7.0,3.0,12.0,0.0
19.0,RDNS,6,12,0,12,0,12,0,9,1,Lobby 1,Semifinals,19.0,0.0,19.0,0.0
20.0,Serpens,4,14,0,10,0,19,0,16,0,Lobby 1,Semifinals,11.0,0.0,18.0,0.0
1.0,BEXT,79,4,18,7,1,18,3,1,14,Lobby 2,Semifinals,5.0,10.0,8.0,7.0
2.0,STYLE,67,15,8,12,9,1,13,17,2,Lobby 2,Semifinals,17.0,3.0,2.0,9.0
3.0,Fujii Gaming,60,17,0,2,4,11,5,6,6,Lobby 2,Semifinals,7.0,1.0,1.0,16.0
4.0,NegiNuki,56,2,4,6,1,2,11,2,5,Lobby 2,Semifinals,9.0,2.0,11.0,0.0
5.0,We Need Team,52,1,6,5,4,17,0,3,8,Lobby 2,Semifinals,12.0,3.0,6.0,4.0
6.0,BlackGorillaN,45,7,1,20,0,4,7,4,2,Lobby 2,Semifinals,1.0,10.0,20.0,0.0
7.0,shes,39,8,5,15,6,14,0,19,0,Lobby 2,Semifinals,6.0,8.0,4.0,8.0
8.0,ARK5,34,3,9,16,0,5,5,20,0,Lobby 2,Semifinals,4.0,3.0,15.0,0.0
9.0,EGJP,33,19,0,1,15,6,0,18,0,Lobby 2,Semifinals,18.0,2.0,14.0,0.0
10.0,JDT,28,5,4,17,0,15,2,5,1,Lobby 2,Semifinals,10.0,5.0,5.0,1.0
11.0,NoK,25,20,0,4,6,13,0,12,4,Lobby 2,Semifinals,13.0,0.0,9.0,5.0
12.0,REAH,22,13,0,10,3,7,2,8,5,Lobby 2,Semifinals,20.0,0.0,17.0,4.0
13.0,Trick or Treat,22,18,1,9,0,3,5,13,1,Lobby 2,Semifinals,15.0,3.0,12.0,0.0
14.0,ORC,20,16,0,14,0,9,0,15,3,Lobby 2,Semifinals,3.0,5.0,13.0,0.0
15.0,OC,19,6,3,11,0,8,3,7,2,Lobby 2,Semifinals,8.0,0.0,18.0,0.0
16.0,Fortuna,19,11,1,3,2,10,1,9,0,Lobby 2,Semifinals,16.0,0.0,7.0,0.0
17.0,ICHC,17,10,0,19,0,16,0,11,4,Lobby 2,Semifinals,14.0,0.0,3.0,2.0
18.0,GENIUS,15,9,0,18,0,19,0,14,0,Lobby 2,Semifinals,2.0,1.0,10.0,0.0
19.0,Scarlet Fox,11,12,2,8,6,20,0,16,0,Lobby 2,Semifinals,19.0,0.0,16.0,0.0
20.0,SyS,6,14,0,13,0,12,0,10,0,Lobby 2,Semifinals,11.0,0.0,19.0,0.0
1.0,0_Reverse,56,1,7,1,8,13,2,8,0,Lobby 1,Finals,11.0,3.0,5.0,4.0
2.0,RAVENS,54,3,8,3,9,12,4,3,7,Lobby 1,Finals,17.0,3.0,11.0,0.0
3.0,Numa,53,20,0,7,1,1,10,2,8,Lobby 1,Finals,10.0,4.0,9.0,2.0
4.0,N1A,44,14,0,15,6,4,5,17,0,Lobby 1,Finals,1.0,14.0,19.0,0.0
5.0,BEXT,43,12,4,19,0,3,7,6,13,Lobby 1,Finals,5.0,0.0,13.0,3.0
6.0,BlackGorillaN,42,2,8,4,4,5,6,14,3,Lobby 1,Finals,18.0,1.0,12.0,0.0
7.0,ARK5,41,4,0,18,1,15,0,5,5,Lobby 1,Finals,2.0,11.0,10.0,3.0
8.0,We Can Do it,40,6,8,12,2,10,3,10,2,Lobby 1,Finals,16.0,3.0,3.0,7.0
9.0,JDT,39,16,0,16,0,2,7,11,1,Lobby 1,Finals,13.0,0.0,1.0,8.0
10.0,NegiNuki,37,17,0,10,2,7,2,1,11,Lobby 1,Finals,12.0,0.0,15.0,3.0
11.0,3DONE,34,10,2,5,3,16,0,7,2,Lobby 1,Finals,7.0,3.0,4.0,7.0
12.0,Fujii Gaming,34,9,1,6,2,11,0,12,0,Lobby 1,Finals,3.0,5.0,2.0,3.0
13.0,YaBaL,30,7,1,13,3,8,0,4,3,Lobby 1,Finals,4.0,5.0,8.0,0.0
14.0,BB,25,11,5,8,4,6,7,18,0,Lobby 1,Finals,14.0,2.0,17.0,0.0
15.0,Eclat,25,18,0,2,4,17,0,9,1,Lobby 1,Finals,6.0,1.0,6.0,2.0
16.0,We Need Team,24,8,4,9,4,9,0,13,0,Lobby 1,Finals,9.0,4.0,16.0,3.0
17.0,shes,20,5,4,14,0,14,3,15,0,Lobby 1,Finals,19.0,0.0,14.0,5.0
18.0,EGJP,19,13,2,11,4,20,1,16,0,Lobby 1,Finals,15.0,0.0,7.0,6.0
19.0,STYLE,8,15,3,17,1,18,1,20,0,Lobby 1,Finals,8.0,0.0,20.0,0.0
20.0,Zenith,2,19,0,20,0,19,0,19,0,Lobby 1,Finals,20.0,0.0,18.0,2.0
