Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,Horizon,84,14,5,4,11,8,0,5,12,1,11,2,12,Lobby 1
2.0,JET,61,10,0,5,8,5,11,1,8,4,4,14,2,Lobby 1
3.0,Bots,60,1,7,1,6,15,1,7,6,12,3,11,7,Lobby 1
4.0,AVG,51,2,10,19,0,1,10,13,0,7,4,15,1,Lobby 1
5.0,CHILL,50,7,11,6,1,7,3,15,0,2,14,10,0,Lobby 1
6.0,PBY,40,18,0,13,0,2,10,16,0,11,1,1,6,Lobby 1
7.0,BIGG,38,6,1,7,2,3,0,12,1,3,5,6,5,Lobby 1
8.0,Systematic,35,9,1,12,1,9,2,2,6,6,3,9,3,Lobby 1
9.0,MWB,31,5,6,16,0,4,2,8,2,8,2,7,3,Lobby 1
10.0,MIX-ONE,31,4,1,3,10,18,0,14,1,9,1,12,2,Lobby 1
11.0,INX,31,3,2,10,4,14,0,4,0,15,0,3,2,Lobby 1
12.0,SMDG,28,16,2,8,5,10,7,10,0,16,3,8,3,Lobby 1
13.0,MLG,24,12,2,14,0,16,0,3,5,14,0,5,3,Lobby 1
14.0,Behr,18,11,2,9,1,11,0,6,4,10,2,18,0,Lobby 1
15.0,END2,17,17,0,17,0,17,3,11,5,17,0,4,3,Lobby 1
16.0,RYU,15,8,1,15,0,13,3,9,3,13,0,13,0,Lobby 1
17.0,WhiteGive,14,13,0,2,3,12,0,19,0,18,0,17,0,Lobby 1
18.0,VG,7,15,0,11,0,6,1,17,0,19,1,20,0,Lobby 1
19.0,YNGEN,6,19,1,18,0,19,0,18,1,5,0,16,0,Lobby 1
20.0,MDYB,0,20,0,20,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,ARENA,68,17,1,1,12,10,3,2,3,1,13,13,0,Lobby 2
2.0,Phantom,63,12,0,2,6,6,9,3,4,5,3,2,8,Lobby 2
3.0,N-M,57,14,3,18,0,11,8,6,22,13,6,6,9,Lobby 2
4.0,DNZY,49,19,0,12,9,18,1,13,1,8,6,1,16,Lobby 2
5.0,YTS,48,8,7,14,3,1,9,11,2,7,4,14,3,Lobby 2
6.0,HAKA,47,6,6,15,0,7,7,7,3,2,7,9,3,Lobby 2
7.0,Lowkey,45,10,1,4,7,12,0,1,6,4,3,15,2,Lobby 2
8.0,ZeroTwo,40,4,6,8,4,19,0,4,2,3,7,10,0,Lobby 2
9.0,FW,38,5,3,10,0,5,5,5,0,10,3,3,4,Lobby 2
10.0,OGL,35,1,7,11,0,4,0,9,1,11,0,5,2,Lobby 2
11.0,BLANK,29,15,0,16,0,2,11,8,2,9,0,8,0,Lobby 2
12.0,Sanity,28,3,3,3,4,17,0,15,1,19,0,4,0,Lobby 2
13.0,GBR,26,2,9,13,0,14,0,14,1,17,0,7,1,Lobby 2
14.0,NOPLAY2,22,7,4,6,5,9,0,16,1,6,1,17,0,Lobby 2
15.0,PUGI,13,18,3,19,0,3,0,18,2,15,0,18,0,Lobby 2
16.0,KMF,11,13,0,5,1,13,0,12,0,14,1,11,0,Lobby 2
17.0,Monkey Predator,10,16,0,7,0,8,2,17,0,16,0,12,2,Lobby 2
18.0,Juiced,9,11,1,9,2,15,0,19,0,12,0,16,1,Lobby 2
19.0,Speed,5,9,1,17,0,16,0,10,0,18,0,20,0,Lobby 2
20.0,HKUF,0,20,0,20,0,20,0,20,0,20,0,20,0,Lobby 2
