Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,DNZY,108,1,10,9,9,9,5,5,10,2,18,1,15,Lobby 1
2.0,JKs,90,8,4,1,11,7,6,3,11,1,13,4,4,Lobby 1
3.0,MXT,53,18,6,10,7,15,4,14,5,3,9,6,8,Lobby 1
4.0,CR4KD,43,11,2,13,0,1,7,2,5,19,0,8,4,Lobby 1
5.0,CHILL,40,4,12,16,3,4,4,16,0,11,2,7,5,Lobby 1
6.0,WARTX,40,9,4,7,1,5,0,1,11,13,1,11,0,Lobby 1
7.0,DRG,40,16,2,2,3,8,0,8,4,10,4,2,3,Lobby 1
8.0,Lowkey,36,2,11,19,0,19,0,7,3,5,6,19,0,Lobby 1
9.0,AmK,31,20,0,4,4,2,4,9,1,6,2,12,0,Lobby 1
10.0,SXT,26,3,2,15,0,13,1,19,3,20,0,3,4,Lobby 1
11.0,Soosmar slayer,26,5,0,5,3,6,1,6,3,15,0,13,3,Lobby 1
12.0,BLANK,25,7,1,3,4,17,3,10,1,17,1,16,3,Lobby 1
13.0,ASC,23,17,0,17,1,12,4,17,0,4,1,5,7,Lobby 1
14.0,END,22,13,0,6,1,3,6,12,0,14,0,10,0,Lobby 1
15.0,EMDA,15,6,2,8,3,10,2,11,0,16,0,20,0,Lobby 1
16.0,LIGJR,14,10,0,11,0,16,3,4,1,9,0,17,0,Lobby 1
17.0,HAN,9,12,0,14,3,11,2,18,0,18,0,15,0,Lobby 1
18.0,GOD OF DREAM,9,14,0,18,3,14,0,15,0,12,0,9,0,Lobby 1
19.0,NoC,7,19,0,20,0,20,0,13,0,7,2,14,0,Lobby 1
20.0,COHA,6,15,0,12,0,18,2,20,0,8,0,18,0,Lobby 1
1.0,AVG,85,9,4,4,13,1,16,12,9,1,10,11,0,Lobby 2
2.0,HAKA,74,3,2,3,14,7,0,2,12,2,8,8,1,Lobby 2
3.0,JET,62,7,6,1,10,9,0,1,7,9,1,5,3,Lobby 2
4.0,NOPLAY2,48,1,11,6,2,12,2,15,3,6,3,9,5,Lobby 2
5.0,姐妹花,44,6,4,11,2,4,4,19,0,12,4,1,8,Lobby 2
6.0,Phantom,43,17,0,2,3,3,5,4,1,17,0,4,8,Lobby 2
7.0,END2,42,5,6,16,0,11,5,5,12,11,5,10,2,Lobby 2
8.0,Chonky Bees,33,12,0,7,4,14,0,10,6,4,4,15,6,Lobby 2
9.0,Horizon,31,10,6,15,4,6,3,14,0,8,9,17,0,Lobby 2
10.0,AIC WIBU,29,14,2,12,0,16,0,17,0,5,4,2,8,Lobby 2
11.0,iONR,29,19,0,17,0,8,3,11,0,3,6,3,3,Lobby 2
12.0,OGL,28,4,4,5,1,15,0,8,3,15,0,6,4,Lobby 2
13.0,okok,24,16,0,10,3,2,3,6,2,14,0,13,0,Lobby 2
14.0,ZeroTwo,23,11,0,14,0,5,8,7,1,20,1,12,3,Lobby 2
15.0,INX,21,2,7,18,0,10,3,16,0,16,0,19,0,Lobby 2
16.0,Sanity,17,15,0,13,0,20,0,3,2,7,3,20,0,Lobby 2
17.0,September,15,18,0,19,0,13,3,9,0,18,0,7,6,Lobby 2
18.0,MWB,15,8,4,9,2,18,2,18,0,10,0,14,0,Lobby 2
19.0,iON,5,20,0,8,0,19,1,13,1,19,0,18,0,Lobby 2
20.0,Incarnate,2,13,0,20,0,17,0,20,0,13,0,16,0,Lobby 2
