Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,CIMJ,80,5,0,10,0,1,20,8,9,2,3,1,7
2.0,AE,53,9,8,9,3,3,4,3,1,14,0,3,11
3.0,TPM,52,3,4,8,0,18,0,1,9,4,11,17,2
4.0,WING,48,18,3,20,0,12,8,2,3,1,12,19,0
5.0,ING,39,14,1,4,8,19,1,13,5,7,6,10,6
6.0,SDO,39,2,3,13,0,4,5,15,0,5,3,6,5
7.0,AST,37,13,4,6,6,11,4,10,0,10,2,2,3
8.0,ChadP,33,11,3,17,2,6,4,5,6,6,0,11,6
9.0,HC,32,10,0,3,3,9,1,7,5,12,2,4,1
10.0,VOID,31,8,4,5,7,10,1,16,0,9,9,18,0
11.0,RAWR,31,1,15,19,0,16,1,12,1,11,0,16,0
12.0,Anarchy,30,15,5,2,6,20,0,11,2,20,0,8,4
13.0,TRP,29,19,0,7,4,2,5,20,0,16,1,9,5
14.0,rats,28,20,0,1,10,17,2,17,0,19,0,13,3
15.0,TAG NA,28,12,1,11,0,13,0,4,6,3,5,15,0
16.0,ShameAssist,19,4,3,16,1,7,1,9,3,18,0,14,0
17.0,BF,17,6,0,12,0,15,0,14,3,17,0,7,5
18.0,LVI,16,7,1,15,3,14,0,6,1,8,0,12,0
19.0,UORG,10,17,0,14,1,8,0,18,0,15,1,5,0
20.0,trippin,7,16,0,18,0,5,2,19,0,13,0,20,0
