Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,RDM,57,3,10,1,8,14,3,16,0,13,9,13,5
2.0,CCE UCX,57,1,10,13,3,7,0,12,5,1,10,16,0
3.0,HVND,56,10,6,9,3,19,0,11,6,3,10,2,10
4.0,CDE,56,12,0,3,8,2,4,7,3,10,0,1,7
5.0,ZLB,51,2,7,7,6,18,1,1,10,20,0,6,0
6.0,EQ,50,11,2,4,8,3,13,18,0,4,7,10,0
7.0,ABST,47,7,4,19,1,15,0,2,9,2,5,7,3
8.0,EX,44,14,3,2,6,16,0,3,6,6,9,20,0
9.0,Shadow Point,38,5,5,5,0,4,1,13,2,5,3,4,4
10.0,MM,31,13,2,20,0,12,3,10,0,18,0,5,18
11.0,ill,30,8,3,6,2,8,7,5,5,16,0,14,1
12.0,LNT,29,4,2,12,1,17,1,4,3,8,0,3,2
13.0,Neko Arc,28,15,0,11,3,1,9,20,0,19,0,8,0
14.0,POSKITINO,20,16,0,10,2,9,4,14,0,11,3,9,3
15.0,ASUR,19,20,0,8,0,6,6,8,5,14,0,17,0
16.0,SKSQ,19,6,2,18,2,10,2,19,0,7,1,15,3
17.0,CONT,13,18,0,17,1,5,2,15,0,9,0,12,2
18.0,RLP,10,9,1,14,0,13,2,9,0,12,0,18,0
19.0,Diamond Hands,7,17,0,16,0,20,0,6,3,15,0,19,0
20.0,OYO,4,19,0,15,0,11,0,17,0,17,0,11,1
