Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,TD,90,11,2,1,10,1,12,2,9,13,8,3,7
2.0,RD,57,6,10,10,1,17,0,14,3,4,10,1,10
3.0,USG,57,3,3,6,3,18,0,3,6,3,5,2,7
4.0,NoFear,55,2,6,3,8,9,2,6,7,14,3,9,5
5.0,CLN,54,14,1,5,3,2,19,7,3,16,2,4,4
6.0,DI,46,1,13,11,3,5,0,13,1,9,3,6,3
7.0,AUS,39,10,0,2,12,7,5,11,0,12,3,8,1
8.0,3 Jabronies,39,5,1,9,0,11,2,1,12,18,1,10,2
9.0,Fight Club,38,13,1,12,2,3,1,16,0,1,8,7,2
10.0,Weebs Out,26,4,8,16,2,19,1,5,4,10,0,19,0
11.0,FV,23,15,0,18,0,13,0,8,8,7,5,15,2
12.0,6bnt,23,20,0,17,2,8,4,10,3,5,4,13,1
13.0,SYND,23,16,2,8,5,4,7,18,0,15,0,14,0
14.0,Exalty,23,8,1,4,3,10,0,9,0,6,2,16,3
15.0,PRSTS,21,9,4,14,1,6,3,17,0,17,0,5,3
16.0,BGR,20,18,2,20,0,15,0,12,0,2,5,11,1
17.0,plei,17,7,1,13,0,16,0,4,3,8,0,12,1
18.0,47 squad,14,12,3,7,3,20,0,20,0,19,2,18,2
19.0,WLS,4,17,0,19,0,14,0,15,0,11,0,20,1
20.0,uwuowoboys,3,19,0,15,0,12,0,19,1,20,0,17,0
