Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,Lunatics,86,5,10,10,4,7,5,4,23,12,2,1,15
2.0,RPG,70,2,4,1,10,4,7,11,0,1,8,9,0
3.0,Marine,62,4,11,9,3,5,7,1,6,16,4,7,5
4.0,456,48,1,11,4,5,20,0,3,5,19,1,18,2
5.0,GODOsushiTabetai,47,7,2,14,1,8,4,13,0,2,14,6,7
6.0,Black,47,12,0,7,3,1,14,15,1,4,3,8,2
7.0,ARK5,44,13,3,6,1,18,0,2,2,5,6,2,6
8.0,LandMarkGondola,35,10,1,12,1,17,0,5,3,9,5,3,9
9.0,Jamboree,31,17,1,2,7,14,3,14,6,18,1,10,0
10.0,KaisenDONDON,30,3,6,18,0,2,5,18,1,20,0,13,1
11.0,ORC,26,20,0,19,0,3,5,7,3,10,2,5,0
12.0,Ace1,24,8,2,8,2,9,1,12,0,3,4,14,0
13.0,RDO,22,19,0,3,4,12,1,9,3,13,1,12,1
14.0,TSURUGI,20,6,1,5,6,10,0,20,0,6,0,15,0
15.0,EXiA KR,18,15,5,16,3,16,1,6,2,15,2,20,0
16.0,NANB,14,16,0,13,8,13,0,8,0,11,1,16,0
17.0,InTheSky,13,18,0,15,0,19,0,17,0,17,0,4,7
18.0,QueenSquadRoyal,13,11,0,11,0,15,2,10,1,7,1,19,1
19.0,DCN,11,9,0,20,0,6,0,16,1,8,0,11,2
20.0,MRB,10,14,0,17,0,11,1,19,0,14,4,17,2
