,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 3, 2021 - 12:00 BSTWorld's Edge CRAZYx3 BearClaw Gaming Dababy","Round 1 Round 1 October 3, 2021 - 12:00 BSTWorld's Edge CRAZYx3 BearClaw Gaming Dababy","Round 2 Round 2 October 3, 2021 - 12:30 BSTWorld's Edge BearClaw Gaming Dababy Redragon","Round 2 Round 2 October 3, 2021 - 12:30 BSTWorld's Edge BearClaw Gaming Dababy Redragon","Round 3 Round 3 October 3, 2021 - 13:00 BSTWorld's Edge Redragon Dababy BearClaw Gaming","Round 3 Round 3 October 3, 2021 - 13:00 BSTWorld's Edge Redragon Dababy BearClaw Gaming","Round 4 Round 4 October 3, 2021 - 13:30 BSTWorld's Edge DungeonMast33rs Aspirateur AllPlanned","Round 4 Round 4 October 3, 2021 - 13:30 BSTWorld's Edge DungeonMast33rs Aspirateur AllPlanned"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,RD,65,7,10,3,11,1,12,15,9
1,2.0,BCG,53,2,10,1,12,3,2,12,0
2,3.0,Dababy,42,3,9,2,5,2,3,18,0
3,4.0,CRAZYx3,40,1,7,8,0,11,3,5,11
4,5.0,Weebs Out,32,13,3,15,4,7,12,4,3
5,6.0,DM,32,12,1,7,3,18,2,1,10
6,7.0,FV,30,11,1,5,8,6,6,13,6
7,8.0,Aspirateur,25,5,1,9,5,17,1,2,3
8,9.0,iEnvy,20,4,6,6,1,10,0,9,1
9,10.0,PRSTS,18,6,8,4,0,16,0,10,0
10,11.0,Hope Die Last,16,8,0,14,2,8,6,16,3
11,12.0,HNY,15,9,0,13,0,4,4,8,1
12,13.0,Uchinix,14,20,0,20,0,5,3,7,4
13,14.0,Duck Goes Quack,13,10,0,10,2,13,2,14,3
14,15.0,AP,10,17,0,11,0,14,0,3,1
15,16.0,6bnt,9,16,1,12,0,12,1,6,2
16,17.0,Amaterasu,4,15,0,17,1,9,0,17,0
17,18.0,Fluffy Bunnies,2,14,0,16,0,20,0,11,0
18,19.0,TRIPLEU,1,19,0,19,0,19,1,19,0
19,20.0,TRIHARD,1,18,0,18,0,15,0,20,0
