Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Always Fighting,0,0,0,0,0,0,0,0,0
2.0,BoredLizards,0,0,0,0,0,0,0,0,0
3.0,CCE,0,0,0,0,0,0,0,0,0
4.0,Dawn of Legends,0,0,0,0,0,0,0,0,0
5.0,Doobie (missing),0,0,0,0,0,0,0,0,0
6.0,GIBRAWLERS,0,0,0,0,0,0,0,0,0
7.0,Gorilla Boys (missing),0,0,0,0,0,0,0,0,0
8.0,JOYBOYS,0,0,0,0,0,0,0,0,0
9.0,LacklusterTalent,0,0,0,0,0,0,0,0,0
10.0,Out Flex,0,0,0,0,0,0,0,0,0
11.0,Plimbo,0,0,0,0,0,0,0,0,0
12.0,PosVibesOnly,0,0,0,0,0,0,0,0,0
13.0,SJP,0,0,0,0,0,0,0,0,0
14.0,SUP,0,0,0,0,0,0,0,0,0
15.0,SoloQC,0,0,0,0,0,0,0,0,0
16.0,Spartan Mafia,0,0,0,0,0,0,0,0,0
17.0,The Bearkats (missing),0,0,0,0,0,0,0,0,0
18.0,LFBois,0,0,0,0,0,0,0,0,0
19.0,hi rollers,0,0,0,0,0,0,0,0,0
20.0,little casper's (missing),0,0,0,0,0,0,0,0,0
