Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ING,63,7,12,9,7,8,9,1,16
2.0,RCO,61,1,9,5,4,1,13,10,5
3.0,CVS,49,6,2,1,11,5,0,3,10
4.0,iMx Gaming,39,18,0,2,5,2,14,8,0
5.0,IFE,31,11,1,10,2,4,10,4,5
6.0,He's 1 Shot Bro,28,3,11,7,1,20,0,5,2
7.0,BBJ,27,10,5,11,5,16,0,2,5
8.0,NBL,25,14,9,4,6,14,3,18,0
9.0,Tijuana Piranas,20,5,4,17,0,3,3,9,0
10.0,Team combat Pros,14,12,0,3,4,11,0,13,0
11.0,Pound Cake (missing),12,4,1,8,0,13,2,11,0
12.0,EZ W's,12,2,0,13,0,12,0,14,0
13.0,BBC,10,15,0,12,3,15,1,17,3
14.0,BootyBoyz,7,19,0,14,3,6,0,19,0
15.0,Fallen Legacy,7,8,0,19,0,10,0,12,2
16.0,Mad Decent (missing),7,9,0,18,0,7,1,16,1
17.0,Forty Two Forty (missing),7,20,0,6,1,9,0,15,0
18.0,ARC,6,16,0,15,0,18,0,7,2
19.0,Team XT4,5,17,0,20,0,17,0,6,2
20.0,STRIKES,1,13,0,16,0,19,0,20,0
