Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Beamer Bros,0,0,0,0,0,0,0,0,0
2.0,CPR Certified,0,0,0,0,0,0,0,0,0
3.0,Dragons,0,0,0,0,0,0,0,0,0
4.0,EMK (missing),0,0,0,0,0,0,0,0,0
5.0,Exoterran Y,0,0,0,0,0,0,0,0,0
6.0,Ignition Team,0,0,0,0,0,0,0,0,0
7.0,Insane Xboxsers,0,0,0,0,0,0,0,0,0
8.0,K1NG,0,0,0,0,0,0,0,0,0
9.0,KSU Orange (missing),0,0,0,0,0,0,0,0,0
10.0,L1FT,0,0,0,0,0,0,0,0,0
11.0,LZR,0,0,0,0,0,0,0,0,0
12.0,MAP,0,0,0,0,0,0,0,0,0
13.0,Madhattergaming,0,0,0,0,0,0,0,0,0
14.0,Never Lucky,0,0,0,0,0,0,0,0,0
15.0,RISK,0,0,0,0,0,0,0,0,0
16.0,SSW,0,0,0,0,0,0,0,0,0
17.0,ThirdPartyNation,0,0,0,0,0,0,0,0,0
18.0,Tokyo manji,0,0,0,0,0,0,0,0,0
19.0,Venom,0,0,0,0,0,0,0,0,0
20.0,VisionX (missing),0,0,0,0,0,0,0,0,0
