Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,RDM,88,1,23,3,5,5,8,2,14,16,2,15,3,Lobby 1
2.0,TRP,70,17,1,4,5,1,18,1,8,14,6,11,1,Lobby 1
3.0,BBB,60,4,5,15,0,15,1,4,8,1,11,6,8,Lobby 1
4.0,FBOSS,59,2,5,2,6,6,2,17,0,3,1,3,10,Lobby 1
5.0,MM,49,5,9,17,1,4,5,15,3,12,6,4,9,Lobby 1
6.0,SHEESH,48,6,1,13,4,8,5,7,4,15,3,1,9,Lobby 1
7.0,North,40,15,0,10,12,7,6,3,6,13,0,9,0,Lobby 1
8.0,CDE,37,9,0,1,15,19,0,13,0,5,0,10,1,Lobby 1
9.0,RL,37,19,0,5,2,10,0,14,0,4,8,2,6,Lobby 1
10.0,iRL,35,7,0,11,3,17,0,10,1,2,13,7,0,Lobby 1
11.0,Revenge,31,3,3,18,0,2,4,12,1,8,1,18,3,Lobby 1
12.0,GP,22,8,4,7,1,9,5,11,0,7,0,14,0,Lobby 1
13.0,CIMJ,21,10,0,14,3,13,0,9,0,6,2,5,3,Lobby 1
14.0,ShameAssist,15,14,0,6,1,18,0,16,2,10,2,12,3,Lobby 1
15.0,UORG,13,12,1,16,0,14,3,8,0,9,3,17,0,Lobby 1
16.0,PÂTÉ,12,11,0,8,0,12,0,5,3,18,0,13,0,Lobby 1
17.0,VHS,10,13,0,12,0,20,0,6,4,11,0,19,0,Lobby 1
18.0,VOID,10,18,2,20,0,3,1,19,0,20,0,20,0,Lobby 1
19.0,ZERO,5,20,0,9,0,16,0,18,0,17,0,8,1,Lobby 1
20.0,OYO,4,16,0,19,0,11,3,20,0,19,0,16,0,Lobby 1
1.0,WING,69,8,8,3,15,1,11,20,2,5,6,10,0,Lobby 2
2.0,ChadP,57,6,2,18,0,2,7,13,0,1,9,2,5,Lobby 2
3.0,TPM,54,20,0,2,9,20,0,4,9,8,1,1,7,Lobby 2
4.0,ASUR,49,12,0,1,7,13,3,12,1,2,3,4,6,Lobby 2
5.0,SKSQ,46,11,3,4,2,6,6,6,0,9,6,3,8,Lobby 2
6.0,POSKITINO,46,18,0,6,5,4,2,2,8,3,3,15,3,Lobby 2
7.0,HVND,45,13,5,19,0,9,6,7,3,4,11,9,7,Lobby 2
8.0,UNDD,40,1,11,8,3,14,0,15,0,13,1,7,5,Lobby 2
9.0,AST,38,15,3,12,1,17,1,3,12,10,0,5,6,Lobby 2
10.0,EX,33,19,0,11,4,15,4,5,8,6,6,13,1,Lobby 2
11.0,HVNDS,33,2,7,13,0,8,7,10,1,7,0,11,0,Lobby 2
12.0,DSR,27,3,1,15,0,11,0,1,4,16,0,14,0,Lobby 2
13.0,Landry,23,5,6,7,1,7,2,11,0,17,3,17,0,Lobby 2
14.0,EXAgents,22,4,1,5,3,19,0,8,3,15,3,16,0,Lobby 2
15.0,AE,19,9,5,9,6,16,0,18,0,12,3,20,0,Lobby 2
16.0,Yin & Yang,16,10,2,17,0,12,0,14,3,14,0,6,3,Lobby 2
17.0,CONT,15,14,2,10,0,18,1,9,1,19,0,12,5,Lobby 2
18.0,Devil's Rejects,14,16,0,20,0,3,5,16,2,20,0,18,0,Lobby 2
19.0,ZLB,14,7,0,16,0,5,2,17,0,11,2,8,0,Lobby 2
20.0,UNDOGS,9,17,0,14,2,10,2,19,0,18,0,19,2,Lobby 2
