,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 December 4, 2021 - 12:00 BRTWorld's Edge CerditosMacabeos NAVY E-sports Brotherhood","Round 1 Round 1 December 4, 2021 - 12:00 BRTWorld's Edge CerditosMacabeos NAVY E-sports Brotherhood","Round 2 Round 2 December 4, 2021 - 12:30 BRTWorld's Edge Brotherhood NAVY E-sports O3","Round 2 Round 2 December 4, 2021 - 12:30 BRTWorld's Edge Brotherhood NAVY E-sports O3","Round 3 Round 3 December 4, 2021 - 13:00 BRTWorld's Edge O3 TBG ESPORTS Brotherhood","Round 3 Round 3 December 4, 2021 - 13:00 BRTWorld's Edge O3 TBG ESPORTS Brotherhood","Round 4 Round 4 December 4, 2021 - 13:30 BRTWorld's Edge CerditosMacabeos G.O.A.T Amber O3","Round 4 Round 4 December 4, 2021 - 13:30 BRTWorld's Edge CerditosMacabeos G.O.A.T Amber O3","Round 5 Round 5 December 4, 2021 - 14:00 BRTWorld's Edge Sunset raven's TBG ESPORTS G.O.A.T Amber","Round 5 Round 5 December 4, 2021 - 14:00 BRTWorld's Edge Sunset raven's TBG ESPORTS G.O.A.T Amber","Round 6 Round 6 December 4, 2021 - 14:30 BRTWorld's Edge Brotherhood Team Cerberus Mafia Legends","Round 6 Round 6 December 4, 2021 - 14:30 BRTWorld's Edge Brotherhood Team Cerberus Mafia Legends"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,BTH,95,3,5,1,14,3,14,10,1,7,1,1,17
1,2.0,CerditosMacabeos,83,1,17,5,8,7,2,1,15,6,6,11,0
2,3.0,SST,55,6,10,12,0,8,3,11,6,1,13,10,2
3,4.0,NAVY,53,2,7,2,9,6,6,4,4,14,0,0,0
4,5.0,O3,43,8,0,3,0,1,6,3,1,9,0,7,3
5,6.0,G.O.A.T Amber,42,12,2,6,4,14,3,2,5,3,6,13,0
6,7.0,TCS,38,15,1,15,0,4,4,5,1,11,6,2,5
7,8.0,TBG,33,11,0,8,0,2,0,7,1,2,2,4,1
8,9.0,Mafia Legends,23,13,0,13,0,9,0,14,3,13,3,3,4
9,10.0,MFL-Escape,23,5,1,9,3,5,1,13,0,8,0,8,3
10,11.0,EZPIKERS,22,14,0,4,0,11,0,9,0,4,2,5,2
11,12.0,Glitch Wabi Sabi,19,7,0,7,3,15,0,6,0,10,1,6,0
12,13.0,Shiba Inu,12,4,0,14,0,13,0,12,0,12,0,12,2
13,14.0,OASIS ULTIMATE,12,9,0,10,0,10,0,8,0,15,0,9,1
14,15.0,Team Why Not,11,10,0,11,0,12,1,15,0,5,0,14,0
15,16.0,Legión de monos,0,0,0,0,0,0,0,0,0,0,0,0,0
