,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 December 4, 2021 - 12:00 BRTWorld's Edge 4BIDDEN Green Umbrella Gaming PvPTeamSports","Round 1 Round 1 December 4, 2021 - 12:00 BRTWorld's Edge 4BIDDEN Green Umbrella Gaming PvPTeamSports","Round 2 Round 2 December 4, 2021 - 12:30 BRTWorld's Edge Alpha Intelligence Esports DEFOCUSED Mystical","Round 2 Round 2 December 4, 2021 - 12:30 BRTWorld's Edge Alpha Intelligence Esports DEFOCUSED Mystical","Round 3 Round 3 December 4, 2021 - 13:00 BRTWorld's Edge Green Umbrella Gaming pointbreakteam Team Ravens","Round 3 Round 3 December 4, 2021 - 13:00 BRTWorld's Edge Green Umbrella Gaming pointbreakteam Team Ravens","Round 4 Round 4 December 4, 2021 - 13:30 BRTWorld's Edge 4BIDDEN 1k ping Mystical","Round 4 Round 4 December 4, 2021 - 13:30 BRTWorld's Edge 4BIDDEN 1k ping Mystical","Round 5 Round 5 December 4, 2021 - 14:00 BRTWorld's Edge PvPTeamSports 4BIDDEN Os sem org","Round 5 Round 5 December 4, 2021 - 14:00 BRTWorld's Edge PvPTeamSports 4BIDDEN Os sem org","Round 6 Round 6 December 4, 2021 - 14:30 BRTWorld's Edge Green Umbrella Gaming PvPTeamSports Team Ravens","Round 6 Round 6 December 4, 2021 - 14:30 BRTWorld's Edge Green Umbrella Gaming PvPTeamSports Team Ravens"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,4BIDDEN,104,1,18,15,1,9,2,1,17,2,18,6,9
1,2.0,GUG,89,2,8,13,0,1,20,7,6,8,6,1,10
2,3.0,AIE,66,8,7,1,23,8,4,6,3,16,3,9,5
3,4.0,Mystical,59,4,3,3,5,4,4,3,5,4,7,7,3
4,5.0,PVP,43,3,0,4,1,16,0,17,0,1,5,2,4
5,6.0,RAV,39,10,1,11,1,3,6,10,6,13,0,3,5
6,7.0,pointbreakteam,34,11,3,8,0,2,6,4,4,17,0,11,3
7,8.0,OSO,32,16,0,9,6,11,1,9,5,3,1,4,2
8,9.0,AK47,29,6,2,5,3,13,1,5,0,7,4,5,0
9,10.0,QUAS,20,9,0,14,0,7,1,12,0,5,2,8,4
10,11.0,DEFOCUSED,18,7,0,2,3,14,0,16,0,11,0,13,0
11,12.0,SolarX,16,15,1,6,1,5,1,11,1,10,0,14,0
12,13.0,KPS,15,12,2,7,1,15,0,13,1,6,2,17,0
13,14.0,1k ping,14,13,0,16,0,17,0,2,0,9,0,10,0
14,15.0,Os Minhauu,13,5,1,10,0,6,1,14,0,12,0,16,0
15,16.0,NICA,7,14,0,17,0,12,0,8,1,14,0,12,0
16,17.0,Tharsis,7,17,0,12,0,10,1,15,0,15,0,15,0
