Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,TREX,93,2,3,1,4,1,17,12,0,1,7,4,11,Lobby 1
2.0,PRSTS,72,1,17,3,15,15,4,6,8,11,3,12,0,Lobby 1
3.0,AWL,54,5,7,17,0,14,5,11,8,7,9,3,9,Lobby 1
4.0,SMS,53,12,0,7,5,2,7,4,7,5,12,18,0,Lobby 1
5.0,Steamroller,49,13,3,2,3,4,0,16,1,6,5,1,7,Lobby 1
6.0,SSD,48,20,0,20,0,6,5,1,7,9,3,2,7,Lobby 1
7.0,GOD,43,11,3,9,2,3,3,17,1,3,6,5,7,Lobby 1
8.0,CRAZYx3,38,3,5,5,10,20,1,14,0,4,2,7,0,Lobby 1
9.0,DOT,37,4,6,14,0,17,1,2,11,10,0,15,1,Lobby 1
10.0,Uchinix,36,9,0,12,2,18,0,3,9,2,4,8,0,Lobby 1
11.0,CHASE,27,17,0,4,3,5,6,5,1,14,0,6,0,Lobby 1
12.0,NIBL,21,7,6,18,0,13,3,13,1,19,1,10,3,Lobby 1
13.0,ALKaIIIbI,21,14,5,6,2,12,0,8,1,13,1,9,2,Lobby 1
14.0,NXB,19,18,0,15,1,7,5,19,0,12,0,11,7,Lobby 1
15.0,Justthreeplayers,15,10,0,13,6,9,1,18,0,20,0,17,3,Lobby 1
16.0,iEnvy,15,15,1,10,0,8,2,9,1,8,1,13,0,Lobby 1
17.0,Senbonzakura,14,16,0,8,1,10,0,7,2,15,3,20,0,Lobby 1
18.0,CHI,9,8,0,11,3,11,0,10,0,18,0,19,0,Lobby 1
19.0,weeboys,7,6,2,16,0,16,0,15,0,16,0,14,0,Lobby 1
20.0,ARIS,0,19,0,19,0,19,0,20,0,17,0,16,0,Lobby 1
1.0,INS,67,1,13,10,3,4,10,3,7,11,3,6,1,Lobby 2
2.0,SJP2,58,14,6,3,13,10,6,11,1,4,16,16,0,Lobby 2
3.0,backseat,51,7,1,8,5,8,6,8,4,1,6,5,4,Lobby 2
4.0,HNY,50,3,3,12,2,15,0,5,5,8,4,1,9,Lobby 2
5.0,BLANK,47,9,9,13,1,2,8,12,2,2,5,20,0,Lobby 2
6.0,SCTA,47,8,2,5,2,6,1,4,11,3,7,15,2,Lobby 2
7.0,SPPI,44,2,6,1,13,18,0,16,0,10,0,13,1,Lobby 2
8.0,HKE,40,4,2,9,0,1,4,6,3,6,1,9,3,Lobby 2
9.0,WLS,32,20,0,20,0,13,3,1,6,7,3,11,3,Lobby 2
10.0,6bnt,31,13,0,15,0,5,5,17,1,18,1,2,9,Lobby 2
11.0,ZBW,30,17,0,11,3,20,0,14,6,19,0,4,14,Lobby 2
12.0,NoFear,26,16,0,2,8,17,0,10,1,9,2,10,0,Lobby 2
13.0,TRJ,23,10,4,4,3,9,3,19,0,13,2,12,0,Lobby 2
14.0,BFG,23,12,4,7,0,12,1,2,3,12,0,19,0,Lobby 2
15.0,Spacegliders,22,18,0,17,0,18,0,18,0,5,7,3,4,Lobby 2
16.0,Lucendi,22,5,8,6,3,11,0,13,0,15,0,14,0,Lobby 2
17.0,Exalty,21,15,1,14,0,14,4,9,6,17,2,7,0,Lobby 2
18.0,MantaX,18,6,0,19,0,3,5,7,0,20,0,18,0,Lobby 2
19.0,Yes,12,11,1,18,0,19,0,20,0,14,3,8,4,Lobby 2
20.0,HLDC,7,19,0,16,1,16,2,15,1,16,2,17,0,Lobby 2
