Standings,Team.1,Total
1.0,Pandora,52
2.0,EASY CLAP,46
3.0,BHT,36
4.0,ICEBERGS,36
5.0,Keep Moving Fwd,34
6.0,2 And a Half Man,29
7.0,PoliShopu,29
8.0,PiscoSour,27
9.0,Voy a Hacer,14
10.0,Natural Killer,14
11.0,VAPO VAPO,11
12.0,Lobo De Gelo,11
13.0,Dragão Elite,9
