Standings,Team.1,Total
1.0,INF,53
2.0,ANgun,48
3.0,Pavlova,41
4.0,DSG,36
5.0,RNG,35
6.0,Estrell,35
7.0,WAT,34
8.0,Suspicious Fools,25
9.0,EVOS,13
10.0,Elegants,10
11.0,GOD OF DREAM,9
12.0,Chronostasis,5
13.0,CornerRyzen,5
14.0,Thamizh eSports,4
