Standings,Team.1,Total
1.0,SNG,71
2.0,RL.XV,36
3.0,DREAM,35
4.0,Incorporated,33
5.0,Vaczer Esport,33
6.0,IFPD,32
7.0,PWLS,32
8.0,Conquerors,12
9.0,AnythinG,10
10.0,Team eXplicit,10
11.0,SAINTS,10
12.0,GOB boomers,9
13.0,High Legends,7
