Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,CIMJ,80,5,0,10,0,1,20,8,9,2,3,1,7,Lobby 1
2.0,AE,53,9,8,9,3,3,4,3,1,14,0,3,11,Lobby 1
3.0,TPM,52,3,4,8,0,18,0,1,9,4,11,17,2,Lobby 1
4.0,WING,48,18,3,20,0,12,8,2,3,1,12,19,0,Lobby 1
5.0,ING,39,14,1,4,8,19,1,13,5,7,6,10,6,Lobby 1
6.0,SDO,39,2,3,13,0,4,5,15,0,5,3,6,5,Lobby 1
7.0,AST,37,13,4,6,6,11,4,10,0,10,2,2,3,Lobby 1
8.0,ChadP,33,11,3,17,2,6,4,5,6,6,0,11,6,Lobby 1
9.0,HC,32,10,0,3,3,9,1,7,5,12,2,4,1,Lobby 1
10.0,VOID,31,8,4,5,7,10,1,16,0,9,9,18,0,Lobby 1
11.0,RAWR,31,1,15,19,0,16,1,12,1,11,0,16,0,Lobby 1
12.0,Anarchy,30,15,5,2,6,20,0,11,2,20,0,8,4,Lobby 1
13.0,TRP,29,19,0,7,4,2,5,20,0,16,1,9,5,Lobby 1
14.0,rats,28,20,0,1,10,17,2,17,0,19,0,13,3,Lobby 1
15.0,TAG NA,28,12,1,11,0,13,0,4,6,3,5,15,0,Lobby 1
16.0,ShameAssist,19,4,3,16,1,7,1,9,3,18,0,14,0,Lobby 1
17.0,BF,17,6,0,12,0,15,0,14,3,17,0,7,5,Lobby 1
18.0,LVI,16,7,1,15,3,14,0,6,1,8,0,12,0,Lobby 1
19.0,UORG,10,17,0,14,1,8,0,18,0,15,1,5,0,Lobby 1
20.0,trippin,7,16,0,18,0,5,2,19,0,13,0,20,0,Lobby 1
1.0,RDM,57,3,10,1,8,14,3,16,0,13,9,13,5,Lobby 2
2.0,CCE UCX,57,1,10,13,3,7,0,12,5,1,10,16,0,Lobby 2
3.0,HVND,56,10,6,9,3,19,0,11,6,3,10,2,10,Lobby 2
4.0,CDE,56,12,0,3,8,2,4,7,3,10,0,1,7,Lobby 2
5.0,ZLB,51,2,7,7,6,18,1,1,10,20,0,6,0,Lobby 2
6.0,EQ,50,11,2,4,8,3,13,18,0,4,7,10,0,Lobby 2
7.0,ABST,47,7,4,19,1,15,0,2,9,2,5,7,3,Lobby 2
8.0,EX,44,14,3,2,6,16,0,3,6,6,9,20,0,Lobby 2
9.0,Shadow Point,38,5,5,5,0,4,1,13,2,5,3,4,4,Lobby 2
10.0,MM,31,13,2,20,0,12,3,10,0,18,0,5,18,Lobby 2
11.0,ill,30,8,3,6,2,8,7,5,5,16,0,14,1,Lobby 2
12.0,LNT,29,4,2,12,1,17,1,4,3,8,0,3,2,Lobby 2
13.0,Neko Arc,28,15,0,11,3,1,9,20,0,19,0,8,0,Lobby 2
14.0,POSKITINO,20,16,0,10,2,9,4,14,0,11,3,9,3,Lobby 2
15.0,ASUR,19,20,0,8,0,6,6,8,5,14,0,17,0,Lobby 2
16.0,SKSQ,19,6,2,18,2,10,2,19,0,7,1,15,3,Lobby 2
17.0,CONT,13,18,0,17,1,5,2,15,0,9,0,12,2,Lobby 2
18.0,RLP,10,9,1,14,0,13,2,9,0,12,0,18,0,Lobby 2
19.0,Diamond Hands,7,17,0,16,0,20,0,6,3,15,0,19,0,Lobby 2
20.0,OYO,4,19,0,15,0,11,0,17,0,17,0,11,1,Lobby 2
