,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 May 7, 2022 - 16:00 PDTStorm Point Complexity Gaming TPM Oxygen Esports","Round 1 Round 1 May 7, 2022 - 16:00 PDTStorm Point Complexity Gaming TPM Oxygen Esports","Round 2 Round 2 May 7, 2022 - 16:35 PDTStorm Point SHEEEEEEESH Asuras Stick Drift Op","Round 2 Round 2 May 7, 2022 - 16:35 PDTStorm Point SHEEEEEEESH Asuras Stick Drift Op","Round 3 Round 3 May 7, 2022 - 17:10 PDTStorm Point Nightmare Sign Us Please Wingman Season","Round 3 Round 3 May 7, 2022 - 17:10 PDTStorm Point Nightmare Sign Us Please Wingman Season","Round 4 Round 4 May 7, 2022 - 17:45 PDTWorld's Edge G-Force Lazarus 5FT12IN","Round 4 Round 4 May 7, 2022 - 17:45 PDTWorld's Edge G-Force Lazarus 5FT12IN","Round 5 Round 5 May 7, 2022 - 18:20 PDTWorld's Edge Nightmare Casuals Lazarus","Round 5 Round 5 May 7, 2022 - 18:20 PDTWorld's Edge Nightmare Casuals Lazarus","Round 6 Round 6 May 7, 2022 - 18:55 PDTWorld's Edge Wingman Season Nightmare Counter Logic Gaming","Round 6 Round 6 May 7, 2022 - 18:55 PDTWorld's Edge Wingman Season Nightmare Counter Logic Gaming"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,NM,61,15,2,18,0,1,10,13,0,1,6,2,8
1,2.0,GFORCE,55,18,0,9,3,15,8,1,18,10,9,20,0
2,3.0,LZR,53,5,7,19,3,14,0,2,8,3,4,4,5
3,4.0,WING,52,8,4,15,0,3,7,5,4,9,3,1,6
4,5.0,TPM,41,2,6,8,8,11,3,12,0,4,3,17,3
5,6.0,SHEESH,40,6,1,1,11,8,3,14,3,7,0,15,0
6,7.0,CAS,38,9,0,11,2,16,1,4,7,2,11,18,0
7,8.0,SUP,36,16,5,14,2,2,6,6,3,11,2,13,3
8,9.0,COL,36,1,11,12,0,13,3,16,0,17,0,10,6
9,10.0,ASUR,35,10,0,2,10,4,7,18,0,18,0,12,1
10,11.0,CLG,34,4,0,13,0,6,3,15,4,5,4,3,2
11,12.0,OXG,32,3,6,6,4,10,0,19,0,13,4,9,3
12,13.0,SDO,28,19,2,3,3,9,0,8,1,14,3,5,3
13,14.0,DXT,23,20,1,20,0,20,0,7,6,6,1,6,6
14,15.0,CCE UCX,21,7,3,10,0,12,3,9,0,16,2,7,2
15,16.0,5FT12IN,20,14,3,7,0,17,1,3,0,15,0,8,2
16,17.0,VOID,19,12,5,17,0,7,1,10,1,8,2,14,1
17,18.0,RCO,19,13,0,4,3,5,2,17,2,19,0,11,1
18,19.0,WASH,16,11,0,5,8,18,0,20,0,20,0,19,3
19,20.0,AST,7,17,2,16,0,19,0,11,0,12,3,16,0
